Simbolo,N,Volumen_acum,Volumen,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
CUSDT,69,4011317337.7,14857127.7,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",12,1,91.67,"[('Alcista', 1)]",0,0,0,0,31,0.1875,0.475,0.2142,250.14,28.57,221.56862745098042,17,16,2025-09-22 17:59:59.999,0.2056,2025-09-18 17:59:59.999,0.2765,Neutro,0,Bajista,3,9.429824561403505,10.30701754385964,3.0,Sobre-venta
TREEUSDT,58,4019566282.3999996,20978660.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Doji']",11,0,100.0,[],0,1,0,0,31,0.2754,1.5,0.2938,410.55,6.84,403.71000680735193,16,14,2025-09-23 17:59:59.999,0.2737,2025-09-21 17:59:59.999,0.3483,Neutro,0,Bajista,3,18.256130790190745,16.52301539472336,1.0,Sobre-venta
A2ZUSDT,57,86068313025.0,2343823669.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",6,0,100.0,[],0,0,0,0,48,0.00451,0.01148,0.005887,95.01,23.39,71.61542381518602,17,13,2025-09-23 17:59:59.999,0.004681,2025-09-21 17:59:59.999,0.006074,Neutro,0,Alcista,1,54.64431354780244,23.616714911652583,1.0,Neutro
TOWNSUSDT,51,34445659212.0,127685221.0,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",7,1,85.71,"[('Alcista', 1)]",0,1,0,2,29,0.02151,0.075,0.02208,239.67,5.39,234.2844202898551,11,11,2025-09-19 17:59:59.999,0.02563,2025-09-17 17:59:59.999,0.02886,Neutro,0,Bajista,6,7.545973367152822,5.058201157661483,5.0,Sobre-venta
PROVEUSDT,51,1997314028.3999999,5377742.4,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",11,2,81.82,"[('Alcista', 1), ('Alcista', 36)]",0,0,0,0,49,0.3,1.925,0.7967,141.62,62.34,79.27701769800427,12,11,2025-09-23 17:59:59.999,0.7647,2025-09-21 17:59:59.999,0.9401,Neutro,0,Bajista,11,12.598425196850366,11.320021401567288,3.0,Sobre-venta
BFUSDUSDT,43,487322997.0,5968826.0,"['Doji', 'Hang_Man', 'N/A', 'Hang_Man', 'N/A']",1,0,100.0,[],0,0,0,0,41,0.995,1.08,0.9991,8.1,0.41,7.6869182264037725,11,7,2025-09-23 17:59:59.999,0.9966,2025-09-19 17:59:59.999,1.0001,Neutro,0,Bajista,6,69.44444444444419,66.66666666666666,11.0,Neutro
PLUMEUSDT,38,14989778467.0,89901441.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",8,4,50.0,"[('Alcista', 2), ('Bajista', 15), ('Bajista', 16)]",0,0,0,0,10,0.072,0.14126,0.10427,35.48,30.95,4.526709504171851,10,9,2025-09-22 17:59:59.999,0.09992,2025-09-20 17:59:59.999,0.11939,Neutro,0,Bajista,4,13.087406015037606,8.281033760978156,3.0,Sobre-venta
DOLOUSDT,29,5880985100.799999,57726867.7,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",8,2,75.0,"[('Alcista', 1), ('Alcista', 22)]",0,0,0,6,8,0.1545,0.3719,0.1174,216.78,6.81,209.96592844974447,8,6,2025-09-23 17:59:59.999,0.1094,2025-09-21 17:59:59.999,0.1665,Neutro,0,Bajista,24,8.12182741116752,6.5522483128372855,16.0,Sobre-venta
MITOUSDT,27,4494647587.8,23943260.7,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",6,2,66.67,"[('Alcista', 0), ('Alcista', 1)]",0,0,0,0,11,0.168,0.4462,0.1973,126.15,14.85,111.30258489609731,4,6,2025-09-20 17:59:59.999,0.2366,2025-09-21 17:59:59.999,0.2791,Neutro,0,Bajista,3,4.5994633959371445,3.5984785344273273,3.0,Sobre-venta
WLFIUSDT,24,25968264340.300003,293357406.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",3,1,66.67,"[('Alcista', 1)]",0,0,0,0,21,0.1611,0.478,0.2009,137.93,19.81,118.11846689895472,6,5,2025-09-19 17:59:59.999,0.2136,2025-09-21 17:59:59.999,0.2565,Neutro,0,Bajista,3,21.35785007072136,24.705327675624716,1.0,Neutro
SOMIUSDT,23,3758641000.4999995,17866502.8,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",6,1,83.33,"[('Alcista', 1)]",0,0,0,0,18,0.3,1.9061,0.91,109.46,67.03,42.428571428571416,4,3,2025-09-22 17:59:59.999,0.867,2025-09-16 17:59:59.999,1.5675,Neutro,0,Bajista,3,6.138472519628843,9.359980965976684,3.0,Sobre-venta
OPENUSDT,17,4183026184.3000007,25127726.4,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",4,1,75.0,"[('Alcista', 1)]",0,0,0,0,15,0.2,3.65,0.7101,414.01,71.83,342.1771581467399,3,2,2025-09-20 17:59:59.999,0.8439,2025-09-21 17:59:59.999,1.0954,Neutro,0,Bajista,16,1.3166414849989194,2.83314474802747,3.0,Sobre-venta
USDEUSDT,16,1273301603.0,523425882.0,"['N/A', 'Hang_Man', 'N/A', 'Doji', 'Estrella_Fug']",0,0,0.0,[],0,0,0,2,14,1.0,1.01,1.0006,0.94,1.2,0.25984409354385596,1,2,2025-09-21 17:59:59.999,0.9886,2025-09-22 17:59:59.999,1.0015,Neutro,0,Bajista,1,93.02325581395255,81.37965176652335,2.0,Sobre-compra
LINEAUSDT,15,120691263089.0,44432888809.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2,0,100.0,[],0,0,0,0,13,0.005,0.04353,0.02975,46.32,83.19,36.873949579831915,4,3,2025-09-23 17:59:59.999,0.02638,2025-09-21 17:59:59.999,0.03543,Neutro,0,Alcista,12,59.07780979827088,,15.0,Neutro
HOLOUSDT,14,1820373377.3000002,627814035.1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",3,0,100.0,[],0,0,0,0,12,0.088,0.87,0.3194,172.39,72.45,99.93738259236063,5,3,2025-09-23 17:59:59.999,0.2839,2025-09-21 17:59:59.999,0.3982,Neutro,0,Bajista,13,29.59079283887468,,14.0,Neutro
PUMPUSDT,14,251517438345.0,15532418832.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Doji']",5,1,80.0,"[('Alcista', 2)]",0,0,0,0,11,0.004502,0.00898,0.005832,53.98,22.81,31.172839506172828,2,3,2025-09-23 17:59:59.999,0.00535,2025-09-21 17:59:59.999,0.007618,Neutro,0,Bajista,4,29.70075926753016,,14.0,Neutro
AVNTUSDT,10,1503598837.8,104084281.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2,1,50.0,"[('Bajista', 3)]",1,0,3,0,8,0.81,2.1,2.1173,26.53,61.74,35.20993718414964,3,2,2025-09-23 17:59:59.999,1.7424,2025-09-22 17:59:59.999,2.6791,Neutro,0,Alcista,5,,,10.0,Neutro
ZKCUSDT,10,697614334.2,25202714.8,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2,1,50.0,"[('Alcista', 1)]",0,0,0,0,8,0.29,1.884,0.6651,183.27,56.4,126.86814012930384,3,1,2025-09-23 17:59:59.999,0.6151,2025-09-21 17:59:59.999,0.9376,Neutro,0,Bajista,9,,,10.0,Neutro
SKYUSDT,8,1538210029.0,97472560.0,"['N/A', 'N/A', 'Hang_Man', 'N/A', 'Martillo_Inv']",1,1,0.0,"[('Alcista', 4)]",0,1,0,5,6,0.07222,0.095,0.069,37.68,11.03,26.652173913043463,1,0,2025-09-22 17:59:59.999,0.06139,,,Neutro,0,Bajista,6,,,8.0,Neutro
