Simbolo,N,Volumen_acum,Volumen,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
ORCAUSDT,293,682821196.1099999,583165.05,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",60,2,96.67,"[('Alcista', 1), ('Alcista', 2)]",0,3,0,0,48,2.004,2.905,2.078,515.98,34.65,481.32820019249294,68,59,2025-09-22 17:59:59.999,1.915,2025-09-18 17:59:59.999,2.41,Bajista,10,Bajista,6,23.419540229885026,19.92337164750955,6.0,Sobre-venta-D
MOVEUSDT,290,16465836392.300001,6594579.7,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",53,7,86.79,"[('Alcista', 62), ('Alcista', 161), ('Alcista', 163)]",0,3,0,0,24,0.1137,0.2025,0.1181,1093.9,83.07,1010.8382726502963,64,67,2025-09-19 17:59:59.999,0.1258,2025-09-22 17:59:59.999,0.1367,Bajista,90,Bajista,3,22.295081967213108,19.01639344262296,3.0,Sobre-venta-D
MEUSDT,289,1619164678.6,10044955.05,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",71,5,92.96,"[('Alcista', 220), ('Alcista', 221), ('Alcista', 247)]",0,0,0,0,31,0.642,1.03,0.749,968.09,59.95,908.1441922563417,63,62,2025-09-19 17:59:59.999,0.663,2025-09-22 17:59:59.999,0.99,Bajista,89,Alcista,4,27.409638554216865,24.89959839357428,1.0,Neutro
VELODROMEUSDT,286,13837145462.899998,17276227.7,"['N/A', 'N/A', 'Hang_Man', 'N/A', 'N/A']",48,7,85.42,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 40)]",0,0,0,0,47,0.0447,0.0687,0.0469,727.29,24.09,703.1982942430704,66,58,2025-09-22 17:59:59.999,0.0448,2025-09-17 17:59:59.999,0.0536,Bajista,7,Bajista,6,18.10344827586205,20.689655172413794,2.0,Sobre-venta-K
VANAUSDT,283,452384625.36,3246506.46,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",63,4,93.65,"[('Alcista', 104), ('Alcista', 253), ('Alcista', 258)]",0,0,0,0,21,3.731,5.716,4.909,629.27,80.42,548.8490527602363,65,62,2025-09-23 17:59:59.999,3.869,2025-09-21 17:59:59.999,5.7,Bajista,83,Alcista,1,56.799563080283974,30.478825006101204,2.0,Neutro
1000CATUSDT,282,159219005562.1,255738728.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",60,4,93.33,"[('Alcista', 243), ('Alcista', 247), ('Alcista', 259)]",0,0,0,0,21,0.0067,0.01445,0.00739,859.27,43.71,815.5615696887686,60,58,2025-09-23 17:59:59.999,0.00689,2025-09-20 17:59:59.999,0.00911,Bajista,3,Bajista,3,22.522522522522507,16.753094557972606,3.0,Sobre-venta-D
PENGUUSDT,282,951073071265.0,1371376650.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",54,7,87.04,"[('Alcista', 1), ('Alcista', 2), ('Bajista', 72)]",0,0,0,0,24,0.027587,0.046608,0.030244,131.45,88.84,42.610104483533945,64,60,2025-09-16 17:59:59.999,0.032132,2025-09-18 17:59:59.999,0.039701,Alcista,82,Bajista,4,16.671072341175446,11.962274193895523,3.0,Sobre-venta
BIOUSDT,265,34908792104.4,62030656.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",67,9,86.57,"[('Alcista', 1), ('Alcista', 2), ('Bajista', 37)]",0,0,0,0,32,0.0543,0.3254,0.1443,923.56,79.21,844.3520443520443,59,58,2025-09-17 17:59:59.999,0.1561,2025-09-20 17:59:59.999,0.2014,Alcista,49,Bajista,3,12.824427480916059,8.246405410864366,3.0,Sobre-venta
DUSDT,259,11796442851.0,11670473.0,"['N/A', 'Martillo_Inv', 'N/A', 'N/A', 'N/A']",36,1,97.22,"[('Alcista', 255)]",0,0,0,0,24,0.02962,0.04694,0.03143,590.65,16.89,573.7511931275851,63,55,2025-09-23 17:59:59.999,0.02973,2025-09-21 17:59:59.999,0.0379,Bajista,59,Bajista,3,11.147540983606559,6.6474714083166715,3.0,Sobre-venta
AIXBTUSDT,258,29018568213.8,36284128.5,"['Doji', 'N/A', 'N/A', 'N/A', 'N/A']",54,4,92.59,"[('Alcista', 1), ('Alcista', 239), ('Alcista', 240)]",0,0,0,0,24,0.0918,0.1846,0.0989,901.01,33.47,867.5429726996965,59,57,2025-09-15 17:59:59.999,0.1086,2025-09-13 17:59:59.999,0.133,Bajista,58,Bajista,4,13.010204081632667,9.047541390985616,3.0,Sobre-venta
CGPTUSDT,258,9026854213.9,10002899.4,"['N/A', 'Martillo_Inv', 'N/A', 'N/A', 'N/A']",65,5,92.31,"[('Alcista', 117), ('Bajista', 158), ('Alcista', 233)]",0,0,0,0,24,0.0735,0.1199,0.0837,465.11,35.36,429.74910394265237,56,59,2025-09-20 17:59:59.999,0.0903,2025-09-21 17:59:59.999,0.1005,Bajista,11,Bajista,3,18.21561338289963,10.367198211565983,3.0,Sobre-venta
COOKIEUSDT,258,9259388643.2,13225733.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",56,5,91.07,"[('Alcista', 57), ('Alcista', 62), ('Alcista', 104)]",0,3,0,0,24,0.1098,0.2258,0.1134,517.2,38.01,479.188712522046,53,54,2025-09-15 17:59:59.999,0.1237,2025-09-21 17:59:59.999,0.1364,Bajista,58,Bajista,3,16.545012165450125,10.688012142118078,3.0,Sobre-venta
SUSDT,252,20491382795.5,42418605.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",64,6,90.62,"[('Alcista', 1), ('Alcista', 3), ('Alcista', 4)]",0,0,0,3,50,0.2713,0.4144,0.255,288.24,7.61,280.62745098039215,56,55,2025-09-22 17:59:59.999,0.2356,2025-09-19 17:59:59.999,0.315,Bajista,52,Bajista,6,21.675977653631286,19.702048417132215,6.0,Sobre-venta-D
SOLVUSDT,251,52331252251.0,31648115.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",29,5,82.76,"[('Alcista', 14), ('Bajista', 156), ('Bajista', 157)]",0,1,0,0,45,0.0404,0.04968,0.04135,376.42,47.69,328.73035066505446,62,56,2025-09-22 17:59:59.999,0.04017,2025-09-22 17:59:59.999,0.04218,Alcista,51,Bajista,16,41.549295774647874,34.17684497419165,2.0,Neutro
TRUMPUSDT,249,3281139296.6989994,1976605.9,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",47,5,89.36,"[('Alcista', 4), ('Alcista', 9), ('Alcista', 117)]",0,0,0,3,31,8.02,11.92,7.73,899.22,11.0,888.2276843467009,58,54,2025-09-22 17:59:59.999,6.88,2025-09-18 17:59:59.999,8.77,Bajista,49,Bajista,7,32.07547169811323,30.188679245283016,2.0,Neutro
ANIMEUSDT,245,82257288129.9,148237805.5,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",62,5,91.94,"[('Alcista', 30), ('Alcista', 102), ('Alcista', 103)]",0,0,0,3,21,0.01457,0.02581,0.0152,603.95,20.0,583.9473684210526,56,46,2025-09-23 17:59:59.999,0.01374,2025-09-21 17:59:59.999,0.01619,Bajista,45,Bajista,6,43.452380952380935,23.943421949556882,1.0,Neutro
BERAUSDT,231,1321149386.957,4683157.584,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",56,2,96.43,"[('Alcista', 123), ('Alcista', 131)]",0,0,0,0,29,1.69,2.95,2.741,465.49,63.52,401.97008391098143,51,52,2025-09-23 17:59:59.999,2.359,2025-09-21 17:59:59.999,2.749,Bajista,31,Alcista,2,87.52166377816289,59.01113928229298,1.0,Sobre-compra-K
1000CHEEMSUSDT,228,825576866277.0,752747445.0,"['N/A', 'Estrella_Fug', 'N/A', 'N/A', 'Doji']",30,1,96.67,"[('Alcista', 129)]",0,0,0,0,28,0.000438,0.00147,0.001181,84.84,62.91,21.930567315834054,56,57,2025-09-23 17:59:59.999,0.001127,2025-09-21 17:59:59.999,0.001287,Bajista,28,Bajista,3,27.835051546391764,22.324291117126467,2.0,Neutro
TSTUSDT,228,69818405791.79999,147539412.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",26,4,84.62,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 3)]",0,0,0,0,8,0.01547,0.073,0.03507,1405.56,55.89,1349.6720844026236,50,48,2025-09-22 17:59:59.999,0.03317,2025-09-20 17:59:59.999,0.05283,Bajista,7,Alcista,1,19.41788825154025,20.6036994237233,2.0,Sobre-venta-K
LAYERUSDT,226,3837892317.6,2601769.96,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",50,9,82.0,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 40)]",0,0,0,3,24,0.4929,0.8467,0.4502,661.95,55.58,606.3749444691248,48,50,2025-09-22 17:59:59.999,0.4257,2025-09-18 17:59:59.999,0.5712,Bajista,26,Bajista,6,15.775917578879572,17.209503236266098,4.0,Sobre-venta
HEIUSDT,224,1892873071.8,4370313.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",38,4,89.47,"[('Alcista', 1), ('Bajista', 75), ('Bajista', 76)]",0,0,0,0,46,0.3408,0.6469,0.3785,293.66,39.74,253.92338177014528,54,50,2025-09-22 17:59:59.999,0.3454,2025-09-19 17:59:59.999,0.4546,Alcista,1,Bajista,5,16.459472899055207,18.216476048400473,10.0,Sobre-venta
KAITOUSDT,217,3889211037.9999995,1590179.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",55,4,92.73,"[('Alcista', 112), ('Bajista', 141), ('Bajista', 157)]",0,0,0,0,19,0.953,1.7807,1.0378,182.08,90.36,91.71323954519173,51,53,2025-09-22 17:59:59.999,0.9861,2025-09-20 17:59:59.999,1.2031,Bajista,17,Bajista,4,14.16770963704633,8.186001665232036,3.0,Sobre-venta
SHELLUSDT,210,6869284763.5,40587209.4,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",47,3,93.62,"[('Alcista', 41), ('Alcista', 203), ('Alcista', 204)]",0,0,0,0,24,0.1058,0.2173,0.1306,443.57,18.99,424.5788667687596,45,43,2025-09-22 17:59:59.999,0.1152,2025-09-21 17:59:59.999,0.152,Bajista,10,Bajista,3,41.847826086956516,24.184782608695656,1.0,Neutro
REDUSDT,209,2808582300.6,2983880.8,"['N/A', 'N/A', 'N/A', 'Hang_Man', 'N/A']",48,2,95.83,"[('Alcista', 14), ('Bajista', 76)]",0,0,0,0,20,0.314,1.19,0.5235,179.06,61.8,117.26838586437444,50,49,2025-09-23 17:59:59.999,0.4934,2025-09-22 17:59:59.999,0.6078,Alcista,9,Bajista,3,18.47759361571514,11.99084330807787,6.0,Sobre-venta
GPSUSDT,205,40024257855.3,139239741.0,"['N/A', 'N/A', 'N/A', 'Doji', 'N/A']",41,2,95.12,"[('Alcista', 4), ('Alcista', 8)]",0,0,0,0,21,0.00894,0.02404,0.01133,1232.74,21.09,1211.650485436893,47,44,2025-09-22 17:59:59.999,0.01025,2025-09-18 17:59:59.999,0.01387,Bajista,5,Bajista,6,14.896551724137918,12.597701149425284,6.0,Sobre-venta
EPICUSDT,196,485982386.2,735845.9,"['Doji', 'N/A', 'Hang_Man', 'N/A', 'N/A']",40,6,85.0,"[('Alcista', 2), ('Alcista', 4), ('Alcista', 30)]",0,0,0,0,36,1.671,3.226,1.922,67.85,63.58,4.266389177939651,42,46,2025-09-22 17:59:59.999,1.707,2025-09-18 17:59:59.999,2.403,Neutro,0,Bajista,6,30.890804597701134,24.3295019157088,1.0,Neutro
BMTUSDT,191,12244061274.5,56604765.7,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",37,2,94.59,"[('Alcista', 81), ('Alcista', 187)]",0,0,0,0,21,0.0599,0.103,0.069,377.97,13.19,364.78260869565213,49,42,2025-09-22 17:59:59.999,0.0607,2025-09-21 17:59:59.999,0.0763,Neutro,0,Alcista,1,47.9768786127168,32.3699421965318,18.0,Neutro
FORMUSDT,190,722390654.3,14759716.1,"['N/A', 'N/A', 'N/A', 'N/A', 'Martillo_Inv']",34,7,79.41,"[('Alcista', 3), ('Alcista', 4), ('Alcista', 7)]",0,0,0,6,8,1.8846,4.2931,1.1665,268.03,6.09,261.945992284612,43,44,2025-09-23 17:59:59.999,1.0955,2025-09-08 17:59:59.999,4.2931,Neutro,0,Bajista,16,3.6609260596060724,1.7071225095103955,15.0,Sobre-venta
XUSDUSDT,190,1356148099.0,9715900.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Doji']",2,0,100.0,[],0,0,0,0,34,0.9989,1.0028,0.9997,0.98,0.45,0.5301590477143114,22,33,2025-09-23 17:59:59.999,0.999,2025-09-23 17:59:59.999,1.0012,Neutro,0,Alcista,1,30.43478260869607,24.90118577075223,1.0,Neutro
NILUSDT,185,3155227348.4,2633687.2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",35,4,88.57,"[('Bajista', 16), ('Bajista', 18), ('Alcista', 104)]",0,0,0,0,23,0.25,0.3669,0.3173,207.91,24.02,183.89536716041596,50,48,2025-09-22 17:59:59.999,0.2972,2025-09-21 17:59:59.999,0.3406,Neutro,0,Alcista,1,35.5123674911661,29.269729093050632,5.0,Neutro
PARTIUSDT,184,6437543449.5,15065243.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",41,1,97.56,"[('Alcista', 1)]",0,1,0,2,31,0.1508,0.286,0.1487,194.69,83.19,111.49966375252184,41,44,2025-09-20 17:59:59.999,0.1738,2025-09-21 17:59:59.999,0.1905,Neutro,0,Bajista,11,19.21005385996407,14.020124110433903,3.0,Sobre-venta
MUBARAKUSDT,182,65166855563.40001,127430193.7,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",38,4,89.47,"[('Alcista', 1), ('Bajista', 15), ('Alcista', 178)]",0,0,0,0,24,0.02605,0.05154,0.03255,514.44,36.1,478.3410138248848,41,43,2025-09-15 17:59:59.999,0.0294,2025-09-20 17:59:59.999,0.04499,Neutro,0,Bajista,3,20.2052597819115,23.629103395962073,4.0,Neutro
TUTUSDT,182,35395137043.0,139757961.0,"['Estrella_Fug', 'N/A', 'N/A', 'N/A', 'N/A']",25,4,84.0,"[('Bajista', 91), ('Bajista', 92), ('Bajista', 99)]",1,0,5,0,35,0.05537,0.08233,0.08724,114.2,85.55,28.656579550664816,47,47,2025-09-22 17:59:59.999,0.07417,2025-09-22 17:59:59.999,0.09571,Neutro,0,Alcista,24,20.18106072744752,18.650857234417575,5.0,Sobre-venta-D
BROCCOLI714USDT,182,26719550781.0,88502262.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",33,4,87.88,"[('Alcista', 1), ('Bajista', 7), ('Bajista', 15)]",0,0,0,0,21,0.02231,0.05555,0.03158,178.66,40.47,138.18872704243194,43,42,2025-09-15 17:59:59.999,0.02513,2025-09-20 17:59:59.999,0.04599,Neutro,0,Alcista,1,31.34826107670317,31.64758368152519,4.0,Neutro
BANANAS31USDT,182,220887756547.0,323321604.0,"['N/A', 'N/A', 'N/A', 'Doji', 'N/A']",30,3,90.0,"[('Alcista', 2), ('Alcista', 73), ('Alcista', 74)]",0,0,0,3,10,0.005571,0.0108,0.005388,1272.94,20.01,1252.9324424647361,48,45,2025-09-22 17:59:59.999,0.005058,2025-09-20 17:59:59.999,0.006889,Neutro,0,Bajista,4,18.022938285090138,14.017840888403443,3.0,Sobre-venta
GUNUSDT,178,42856471850.0,255488161.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",38,3,92.11,"[('Alcista', 4), ('Alcista', 117), ('Alcista', 131)]",0,0,0,0,24,0.0205,0.03617,0.02389,527.88,14.19,513.6877354541649,36,41,2025-09-22 17:59:59.999,0.02083,2025-09-17 17:59:59.999,0.02673,Neutro,0,Bajista,6,43.22033898305085,19.750079771758916,4.0,Sobre-venta-D
BABYUSDT,168,20660473567.0,124450213.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Martillo_Inv']",43,1,97.67,"[('Bajista', 16)]",0,0,0,0,24,0.04206,0.07016,0.0578,214.45,48.1,166.34948096885816,37,37,2025-09-23 17:59:59.999,0.05206,2025-09-22 17:59:59.999,0.06277,Neutro,0,Alcista,9,67.85252263906852,55.60586459680896,3.0,Neutro
ONDOUSDT,167,3885265228.4,15438656.2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",41,4,90.24,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 4)]",0,0,0,0,54,0.8443,1.1695,0.9366,24.87,33.65,8.787102284860136,38,34,2025-09-22 17:59:59.999,0.8896,2025-09-18 17:59:59.999,1.0951,Neutro,0,Bajista,4,19.11346075640506,17.10722515927885,2.0,Sobre-venta
BIGTIMEUSDT,167,6360255315.0,14343567.0,"['Doji', 'N/A', 'N/A', 'N/A', 'N/A']",44,0,100.0,[],0,0,0,3,24,0.04953,0.0757,0.04955,85.47,13.12,72.35116044399597,38,37,2025-09-23 17:59:59.999,0.04707,2025-09-21 17:59:59.999,0.05448,Neutro,0,Bajista,6,24.31372549019604,19.79525946924954,3.0,Sobre-venta-D
VIRTUALUSDT,167,3724742966.2000003,8033918.6,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",37,6,83.78,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 4)]",0,0,0,0,24,1.0035,1.9675,1.0959,136.24,61.68,74.55972260242719,42,40,2025-09-22 17:59:59.999,1.0436,2025-09-18 17:59:59.999,1.3881,Neutro,0,Bajista,4,14.3169997262524,15.11999270006387,3.0,Sobre-venta
KERNELUSDT,164,7316276433.900002,32211072.9,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",25,2,92.0,"[('Bajista', 75), ('Bajista', 76)]",0,0,0,0,61,0.1453,0.2816,0.2276,294.99,59.09,235.89630931458694,40,42,2025-09-22 17:59:59.999,0.193,2025-09-23 17:59:59.999,0.2436,Neutro,0,Alcista,2,71.2187958883994,55.16397454723445,4.0,Neutro
WCTUSDT,163,5943876601.3,18135879.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",35,4,88.57,"[('Alcista', 1), ('Alcista', 104), ('Alcista', 111)]",0,3,0,0,24,0.2784,0.414,0.2868,386.09,30.26,355.8228730822873,38,39,2025-09-22 17:59:59.999,0.2705,2025-09-21 17:59:59.999,0.3174,Neutro,0,Bajista,4,31.589147286821685,27.777777777777743,6.0,Neutro
HYPERUSDT,156,6174616990.799999,30125240.6,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",35,3,91.43,"[('Alcista', 43), ('Bajista', 76), ('Bajista', 77)]",0,0,0,3,24,0.2795,0.7053,0.2953,138.84,70.78,68.06637317981713,36,35,2025-09-23 17:59:59.999,0.2453,2025-09-21 17:59:59.999,0.3172,Neutro,0,Bajista,3,48.68549172346643,25.83132046171421,1.0,Neutro
INITUSDT,154,4624691901.3,8449299.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",33,2,93.94,"[('Alcista', 2), ('Alcista', 40)]",0,0,0,0,24,0.3014,0.5799,0.3289,340.16,39.19,300.97294010337487,34,36,2025-09-22 17:59:59.999,0.3125,2025-09-19 17:59:59.999,0.4314,Neutro,0,Bajista,4,16.326530612244913,10.544503756086117,3.0,Sobre-venta
SIGNUSDT,150,13807555445.0,601427322.0,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",25,2,92.0,"[('Bajista', 0), ('Bajista', 20)]",0,0,2,0,24,0.06605,0.09529,0.10113,33.49,70.34,36.84366656778403,32,36,2025-09-23 17:59:59.999,0.07632,2025-09-23 17:59:59.999,0.135,Neutro,0,Alcista,22,44.41161989167897,49.79720225607169,14.0,Neutro
STOUSDT,146,6640032888.9,42913140.6,"['N/A', 'Estrella_Fug', 'N/A', 'N/A', 'N/A']",22,2,90.91,"[('Bajista', 16), ('Bajista', 76)]",0,0,0,0,21,0.0753,0.125,0.094,134.04,36.28,97.76595744680851,33,37,2025-09-23 17:59:59.999,0.0815,2025-09-20 17:59:59.999,0.109,Neutro,0,Alcista,1,45.454545454545446,29.678085199824334,2.0,Neutro
SYRUPUSDT,142,7619488222.5,16206874.1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",32,3,90.62,"[('Alcista', 2), ('Alcista', 4), ('Alcista', 9)]",0,0,0,0,54,0.3847,0.68,0.4151,140.91,65.5,75.40351722476511,27,31,2025-09-22 17:59:59.999,0.3854,2025-09-18 17:59:59.999,0.4614,Neutro,0,Bajista,11,28.695652173913054,21.647676056553212,1.0,Neutro
KMNOUSDT,142,7876439765.0,39434004.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",31,3,90.32,"[('Alcista', 0), ('Alcista', 1), ('Bajista', 15)]",0,0,2,0,8,0.0476,0.09296,0.0709,46.67,32.86,13.808180535966137,29,38,2025-09-14 17:59:59.999,0.06234,2025-09-21 17:59:59.999,0.09269,Neutro,0,Bajista,2,28.562176165803123,34.43752813309972,6.0,Neutro
SXTUSDT,140,9842263726.0,14050034.5,"['N/A', 'Estrella_Fug', 'N/A', 'N/A', 'N/A']",26,1,96.15,"[('Alcista', 1)]",0,2,0,0,27,0.0688,0.1248,0.0714,178.43,17.93,160.50420168067228,36,35,2025-09-22 17:59:59.999,0.0605,2025-09-18 17:59:59.999,0.0878,Neutro,0,Bajista,3,39.92673992673995,39.42121028451964,6.0,Neutro
NXPCUSDT,133,1227297427.4,2694050.8,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",33,6,81.82,"[('Alcista', 1), ('Alcista', 36), ('Alcista', 40)]",0,0,0,3,20,0.6344,1.2974,0.6216,522.17,83.91,438.2561132561133,29,29,2025-09-22 17:59:59.999,0.6026,2025-09-18 17:59:59.999,0.7054,Neutro,0,Bajista,10,11.205073995771674,10.579944451353462,3.0,Sobre-venta
AWEUSDT,127,4372492268.0,49409558.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",20,1,95.0,"[('Bajista', 12)]",2,0,2,0,9,0.0469,0.08723,0.09664,1.88,51.47,49.58609271523179,31,29,2025-09-22 17:59:59.999,0.07515,2025-09-19 17:59:59.999,0.08842,Neutro,0,Alcista,18,96.06316244862643,87.434535814418,2.0,Sobre-compra
HAEDALUSDT,127,5005623819.299999,9869921.1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",27,0,100.0,[],0,0,0,0,34,0.1186,0.21,0.1447,111.26,34.28,76.98686938493438,27,28,2025-09-22 17:59:59.999,0.1381,2025-09-22 17:59:59.999,0.1694,Neutro,0,Bajista,3,19.241982507288615,21.768707482993204,1.0,Sobre-venta-K
USD1USDT,126,1917781007.0,18346934.0,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",7,0,100.0,[],0,0,0,0,25,0.9934,1.02,0.9997,3.03,0.63,2.4007202160648102,25,18,2025-09-19 17:59:59.999,0.9995,2025-09-22 17:59:59.999,1.0012,Neutro,0,Bajista,1,31.818181818182044,50.15920070267661,2.0,Neutro
HUMAUSDT,122,41609974693.0,303353128.0,"['N/A', 'N/A', 'N/A', 'Martillo_Inv', 'N/A']",24,0,100.0,[],0,0,0,0,31,0.02274,0.053,0.0327,224.16,69.42,154.74006116207954,27,27,2025-09-22 17:59:59.999,0.02575,2025-09-23 17:59:59.999,0.03612,Neutro,0,Alcista,8,69.7345132743363,65.98754087854716,6.0,Neutro
AUSDT,120,1601223608.2,6798068.8,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",22,3,86.36,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 4)]",0,0,0,3,21,0.43,0.6481,0.4245,87.0,5.04,81.95524146054181,30,27,2025-09-22 17:59:59.999,0.4031,2025-09-18 17:59:59.999,0.4892,Neutro,0,Bajista,6,19.944082013047513,19.54022988505747,4.0,Sobre-venta
SOPHUSDT,120,18368047045.0,64621335.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",23,1,95.65,"[('Alcista', 36)]",0,1,0,0,24,0.02785,0.052,0.03,193.33,7.6,185.73333333333335,29,24,2025-09-23 17:59:59.999,0.02772,2025-09-21 17:59:59.999,0.03185,Neutro,0,Bajista,6,40.070298769771476,29.030823633291693,2.0,Neutro
RESOLVUSDT,106,5679861618.100001,22501557.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",22,1,95.45,"[('Alcista', 1)]",0,0,0,3,24,0.1335,0.2443,0.1164,269.33,6.36,262.97250859106526,24,23,2025-09-23 17:59:59.999,0.109,2025-09-21 17:59:59.999,0.161,Neutro,0,Bajista,4,10.96296296296297,8.71973402791013,4.0,Sobre-venta
HOMEUSDT,105,17381554373.0,43315575.0,"['N/A', 'Estrella_Fug', 'N/A', 'N/A', 'N/A']",21,6,71.43,"[('Alcista', 0), ('Alcista', 1), ('Alcista', 36)]",0,0,0,0,39,0.02529,0.04937,0.03316,48.88,46.17,2.7141133896260357,20,29,2025-09-14 17:59:59.999,0.03563,2025-09-21 17:59:59.999,0.03835,Neutro,0,Bajista,6,11.050920910075847,5.721017120351092,3.0,Sobre-venta
SPKUSDT,100,34515230286.0,93410530.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",19,4,78.95,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 42)]",0,0,0,0,64,0.036688,0.202229,0.04968,307.06,79.87,227.1920289855072,21,21,2025-09-22 17:59:59.999,0.045234,2025-09-19 17:59:59.999,0.067526,Neutro,0,Bajista,11,17.02795863653772,19.197235329828114,10.0,Sobre-venta
NEWTUSDT,93,4623872899.400001,4480988.6,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",16,2,87.5,"[('Alcista', 1), ('Alcista', 9)]",0,0,0,3,8,0.2436,0.7547,0.2246,282.9,4.72,278.1834372217275,21,17,2025-09-23 17:59:59.999,0.214,2025-09-21 17:59:59.999,0.2562,Neutro,0,Bajista,11,14.40217391304347,11.081767167506959,6.0,Sobre-venta
SAHARAUSDT,91,19339758924.0,20805920.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",12,3,75.0,"[('Alcista', 1), ('Alcista', 2), ('Alcista', 4)]",0,0,0,0,55,0.0753,0.16756,0.08104,106.76,75.32,31.44126357354392,20,19,2025-09-23 17:59:59.999,0.07722,2025-09-17 17:59:59.999,0.08856,Neutro,0,Bajista,11,21.070049641478224,14.270785350790659,10.0,Sobre-venta-D
LAUSDT,78,2414379126.1,56243298.6,"['N/A', 'N/A', 'N/A', 'N/A', 'Martillo_Inv']",17,1,94.12,"[('Bajista', 18)]",2,0,0,0,24,0.2832,0.4681,0.4044,74.58,29.97,44.60929772502473,20,16,2025-09-22 17:59:59.999,0.3411,2025-09-21 17:59:59.999,0.4242,Neutro,0,Alcista,2,18.308291597106283,12.353061926844086,6.0,Sobre-venta
ERAUSDT,70,4404713889.5,1895461.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",17,3,82.35,"[('Alcista', 1), ('Alcista', 36), ('Alcista', 56)]",0,0,0,0,54,0.2,1.6165,0.6055,239.57,66.97,172.6011560693641,18,14,2025-09-23 17:59:59.999,0.5817,2025-09-21 17:59:59.999,0.7407,Neutro,0,Bajista,11,11.35496183206109,12.869841409254256,3.0,Sobre-venta
