Simbolo,N,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
ALCXUSDT,588,"['N/A', 'N/A', 'Doji']",106,7,93.4,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,15,9.31,10.28,9.83,14.85,33.77,18.921668362156677,109,122,2025-09-17 13:59:59.999,9.34,2025-09-16 17:59:59.999,9.71,Bajista,25,Alcista,3,90.74074074074062,89.23814165042222,3.0,Sobre-compra
SANTOSUSDT,588,"['N/A', 'N/A', 'N/A']",83,4,95.18,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 179)]",0,0,0,0,25,1.767,1.935,1.869,94.49,12.36,82.12948100588548,129,136,2025-09-17 05:59:59.999,1.803,2025-09-17 01:59:59.999,1.838,Bajista,178,Alcista,3,76.85950413223138,87.21911593266655,3.0,Sobre-compra-D
BICOUSDT,588,"['N/A', 'N/A', 'N/A']",121,4,96.69,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,28,0.0942,0.1084,0.1028,32.59,25.29,7.2957198443579685,122,115,2025-09-17 13:59:59.999,0.097,2025-09-16 21:59:59.999,0.1008,Bajista,23,Alcista,3,87.50000000000003,93.65814226925336,3.0,Sobre-compra
FLUXUSDT,588,"['N/A', 'N/A', 'N/A']",119,4,96.64,"[('Bajista', 0), ('Alcista', 21), ('Alcista', 23)]",0,0,0,0,49,0.1936,0.2359,0.2117,34.81,21.92,12.89560699102503,115,117,2025-09-17 13:59:59.999,0.2017,2025-09-16 21:59:59.999,0.2103,Alcista,3,Alcista,2,96.46017699115033,88.54978872677987,3.0,Sobre-compra
FXSUSDT,588,"['N/A', 'N/A', 'N/A']",111,6,94.59,"[('Bajista', 1), ('Alcista', 23), ('Bajista', 388)]",0,1,0,0,57,2.621,3.148,2.723,50.53,31.07,19.463826661770128,125,126,2025-09-17 13:59:59.999,2.618,2025-09-17 17:59:59.999,2.753,Bajista,17,Alcista,3,77.77777777777763,79.99050332383653,1.0,Neutro
VOXELUSDT,588,"['N/A', 'N/A', 'N/A']",96,1,98.96,"[('Alcista', 23)]",0,0,0,0,29,0.0529,0.1002,0.063,59.05,35.24,23.809523809523803,111,120,2025-09-17 13:59:59.999,0.0604,2025-09-17 05:59:59.999,0.0654,Alcista,39,Bajista,20,44.067796610169495,42.17978974468999,2.0,Neutro
HIGHUSDT,588,"['N/A', 'N/A', 'Doji']",124,5,95.97,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 207)]",0,0,0,0,26,0.504,0.603,0.574,22.65,25.09,2.439024390243894,119,116,2025-09-17 13:59:59.999,0.535,2025-09-16 21:59:59.999,0.567,Alcista,3,Alcista,3,89.13043478260867,82.04441196768569,2.0,Sobre-compra
CVXUSDT,588,"['N/A', 'N/A', 'N/A']",123,13,89.43,"[('Bajista', 0), ('Alcista', 26), ('Alcista', 142)]",0,0,0,0,10,3.3,3.904,3.544,76.02,40.27,35.75056433408579,118,129,2025-09-17 13:59:59.999,3.35,2025-09-17 17:59:59.999,3.581,Bajista,28,Alcista,2,86.83274021352317,84.4019430472441,2.0,Sobre-compra
PEOPLEUSDT,588,"['N/A', 'N/A', 'N/A']",108,3,97.22,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,30,0.01872,0.02349,0.02134,21.27,30.37,9.090909090909104,127,128,2025-09-17 13:59:59.999,0.02025,2025-09-17 17:59:59.999,0.02187,Alcista,58,Alcista,3,74.0196078431373,84.76419187203494,3.0,Sobre-compra-D
SPELLUSDT,588,"['N/A', 'N/A', 'N/A']",111,3,97.3,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 522)]",0,0,0,0,18,0.0004679,0.0005364,0.0004971,25.89,20.04,5.853952926976472,129,145,2025-09-17 13:59:59.999,0.0004802,2025-09-17 17:59:59.999,0.0005005,Alcista,3,Alcista,3,84.61538461538473,90.19875324134978,3.0,Sobre-compra
JOEUSDT,588,"['N/A', 'N/A', 'N/A']",129,6,95.35,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 10)]",0,0,2,0,10,0.1549,0.1846,0.189,4.97,34.44,29.470899470899475,113,122,2025-09-17 05:59:59.999,0.171,2025-09-16 09:59:59.999,0.1846,Alcista,15,Alcista,12,83.8607594936709,87.65291494721875,3.0,Sobre-compra
ACHUSDT,588,"['N/A', 'N/A', 'N/A']",106,4,96.23,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 208)]",0,0,0,0,29,0.01911,0.02116,0.02021,56.9,18.26,38.644235526966874,122,125,2025-09-17 13:59:59.999,0.01937,2025-09-17 17:59:59.999,0.02041,Bajista,18,Alcista,3,82.90598290598273,84.95462588094156,3.0,Sobre-compra
IMXUSDT,588,"['N/A', 'N/A', 'N/A']",120,3,97.5,"[('Bajista', 11), ('Bajista', 12), ('Bajista', 522)]",2,0,0,0,11,0.505,0.76,0.738,4.47,54.61,50.13550135501354,118,114,2025-09-16 21:59:59.999,0.674,2025-09-17 17:59:59.999,0.771,Alcista,44,Alcista,14,77.24137931034481,86.74605806071322,3.0,Sobre-compra-D
GLMRUSDT,588,"['N/A', 'N/A', 'N/A']",123,3,97.56,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,15,0.0649,0.0727,0.0692,25.0,16.18,8.815028901734106,106,96,2025-09-17 13:59:59.999,0.0657,2025-09-16 17:59:59.999,0.0677,Bajista,108,Alcista,3,91.11111111111114,92.38335738335753,3.0,Sobre-compra
SCRTUSDT,588,"['N/A', 'N/A', 'N/A']",114,5,95.61,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 78)]",0,0,0,0,12,0.1678,0.1897,0.1794,19.4,24.02,4.626532887402451,130,123,2025-09-17 13:59:59.999,0.1705,2025-09-16 21:59:59.999,0.177,Alcista,2,Alcista,3,85.92592592592602,94.07407407407412,3.0,Sobre-compra
API3USDT,588,"['N/A', 'N/A', 'N/A']",109,6,94.5,"[('Bajista', 1), ('Alcista', 131), ('Alcista', 143)]",0,1,0,0,15,0.907,1.0859,0.9532,95.24,45.03,50.20981955518254,123,121,2025-09-17 13:59:59.999,0.9032,2025-09-16 21:59:59.999,0.9419,Bajista,57,Alcista,3,80.25682182985558,82.43654424425053,2.0,Sobre-compra
BTTCUSDT,588,"['Doji', 'Cuerpo_Lleno', 'Cuerpo_Lleno']",8,0,100.0,[],0,0,0,0,29,6.2e-07,6.7e-07,6.4e-07,18.75,14.06,4.687500000000007,22,27,2025-09-16 09:59:59.999,6.3e-07,2025-09-05 09:59:59.999,6.5e-07,Bajista,140,Bajista,1,50.0,66.66666666666667,1.0,Neutro
ACAUSDT,588,"['N/A', 'N/A', 'Cuerpo_Lleno']",64,1,98.44,"[('Bajista', 1)]",0,0,0,0,12,0.0281,0.032,0.0295,28.47,25.08,3.389830508474599,97,98,2025-09-17 13:59:59.999,0.0286,2025-09-17 17:59:59.999,0.0301,Bajista,18,Alcista,3,69.99999999999999,80.83333333333331,3.0,Sobre-compra-D
XNOUSDT,588,"['N/A', 'N/A', 'N/A']",104,3,97.12,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 208)]",0,0,0,0,29,0.85,0.931,0.898,17.15,10.47,6.681514476614707,118,120,2025-09-17 13:59:59.999,0.855,2025-09-17 17:59:59.999,0.906,Bajista,149,Alcista,3,84.31372549019608,85.0907907022458,2.0,Sobre-compra
WOOUSDT,588,"['N/A', 'N/A', 'N/A']",128,5,96.09,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,28,0.0645,0.0762,0.0708,34.18,23.59,10.593220338983045,117,106,2025-09-17 13:59:59.999,0.0666,2025-09-16 21:59:59.999,0.0697,Alcista,2,Alcista,3,88.23529411764702,90.7365510306687,3.0,Sobre-compra
ALPINEUSDT,588,"['N/A', 'N/A', 'N/A']",101,8,92.08,"[('Bajista', 202), ('Bajista', 241), ('Bajista', 248)]",0,0,0,0,40,1.837,2.276,1.949,31.86,69.78,37.9168804515136,129,130,2025-09-17 17:59:59.999,1.939,2025-09-17 05:59:59.999,1.994,Bajista,2,Bajista,4,35.71428571428587,43.33333333333348,5.0,Neutro
TUSDT,588,"['N/A', 'N/A', 'N/A']",112,6,94.64,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 208)]",0,0,1,0,26,0.01583,0.01728,0.0173,23.87,20.92,2.9479768786127245,134,133,2025-09-17 13:59:59.999,0.01665,2025-09-16 13:59:59.999,0.01694,Alcista,33,Alcista,3,69.79166666666653,77.84654028005087,1.0,Neutro
ASTRUSDT,588,"['N/A', 'N/A', 'N/A']",136,3,97.79,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,28,0.02283,0.02551,0.02415,20.0,14.12,5.879917184264997,122,119,2025-09-16 09:59:59.999,0.02316,2025-09-17 17:59:59.999,0.02442,Bajista,1,Alcista,3,81.37931034482763,87.38186462324393,3.0,Sobre-compra
GMTUSDT,588,"['N/A', 'N/A', 'N/A']",101,4,96.04,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 338)]",0,0,0,0,12,0.0409,0.0461,0.0436,36.24,13.99,22.24770642201835,110,107,2025-09-17 13:59:59.999,0.041,2025-09-17 17:59:59.999,0.0441,Alcista,3,Alcista,3,84.37499999999999,90.625,3.0,Sobre-compra
KDAUSDT,588,"['N/A', 'N/A', 'N/A']",102,7,93.14,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,28,0.3472,0.4201,0.3993,48.18,18.96,29.22614575507138,133,125,2025-09-17 13:59:59.999,0.3741,2025-09-16 13:59:59.999,0.3937,Alcista,3,Alcista,3,95.07042253521122,89.97419477347582,3.0,Sobre-compra
APEUSDT,588,"['N/A', 'N/A', 'Doji']",140,3,97.86,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,15,0.5694,0.6369,0.6022,28.64,12.55,16.09099966788444,129,116,2025-09-17 13:59:59.999,0.5738,2025-09-17 17:59:59.999,0.6063,Alcista,2,Alcista,3,88.64265927977839,92.70617449024485,3.0,Sobre-compra
BIFIUSDT,588,"['N/A', 'N/A', 'N/A']",78,3,96.15,"[('Bajista', 0), ('Bajista', 414), ('Bajista', 517)]",0,0,0,0,30,178.0,198.0,185.6,50.86,30.87,19.989224137931046,129,141,2025-09-17 13:59:59.999,179.2,2025-09-17 17:59:59.999,188.0,Bajista,25,Alcista,2,72.72727272727269,69.44306629699892,1.0,Neutro
STEEMUSDT,588,"['N/A', 'N/A', 'N/A']",119,6,94.96,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 308)]",0,0,0,0,28,0.1299,0.1397,0.1361,26.6,18.81,7.788390889052177,125,119,2025-09-17 13:59:59.999,0.1308,2025-09-16 21:59:59.999,0.1344,Alcista,3,Alcista,3,93.9393939393938,90.9311868686869,3.0,Sobre-compra
NEXOUSDT,588,"['N/A', 'N/A', 'N/A']",41,2,95.12,"[('Bajista', 520), ('Bajista', 521)]",0,0,0,0,11,1.248,1.31,1.292,8.2,16.95,8.746130030959769,124,133,2025-09-17 13:59:59.999,1.268,2025-09-17 09:59:59.999,1.294,Alcista,3,Alcista,2,57.14285714285714,48.431887261674454,10.0,Neutro
REIUSDT,588,"['N/A', 'N/A', 'N/A']",90,2,97.78,"[('Bajista', 1), ('Bajista', 522)]",0,0,0,0,28,0.01603,0.01943,0.01768,80.43,24.72,55.712669683257886,138,140,2025-09-17 13:59:59.999,0.01673,2025-09-17 17:59:59.999,0.01781,Alcista,3,Alcista,3,87.38738738738758,86.42079579579597,3.0,Sobre-compra
LDOUSDT,588,"['N/A', 'N/A', 'Doji']",106,5,95.28,"[('Bajista', 0), ('Bajista', 245), ('Bajista', 246)]",0,0,0,0,10,1.148,1.3319,1.3088,24.39,52.78,28.392420537897316,128,116,2025-09-17 13:59:59.999,1.1752,2025-09-17 17:59:59.999,1.3266,Alcista,2,Alcista,3,90.03359462486,91.32639350139031,3.0,Sobre-compra
OPUSDT,588,"['N/A', 'N/A', 'N/A']",109,3,97.25,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 421)]",0,0,0,0,28,0.7107,0.836,0.8123,8.83,43.74,34.913209405392095,119,117,2025-09-17 13:59:59.999,0.7566,2025-09-16 17:59:59.999,0.7873,Alcista,59,Alcista,3,84.3651626442812,91.43993705678606,3.0,Sobre-compra
STGUSDT,588,"['N/A', 'N/A', 'N/A']",123,2,98.37,"[('Bajista', 0), ('Bajista', 1)]",0,0,0,0,26,0.1579,0.1803,0.1722,21.25,17.77,3.4843205574913085,113,113,2025-09-17 13:59:59.999,0.1623,2025-09-17 17:59:59.999,0.1733,Alcista,2,Alcista,3,92.08633093525168,93.42058268278991,3.0,Sobre-compra
LUNCUSDT,588,"['N/A', 'N/A', 'Doji']",113,4,96.46,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 338)]",0,0,0,0,15,5.776e-05,6.258e-05,6.11e-05,18.59,18.61,0.016366612111283985,134,141,2025-09-17 13:59:59.999,5.887e-05,2025-09-17 17:59:59.999,6.183e-05,Alcista,3,Alcista,3,79.37853107344627,82.38556628387137,3.0,Sobre-compra-D
GMXUSDT,588,"['N/A', 'N/A', 'N/A']",102,6,94.12,"[('Bajista', 0), ('Bajista', 47), ('Bajista', 266)]",0,0,1,0,28,14.1,15.69,15.79,184.99,35.21,149.77834072197595,124,134,2025-09-17 13:59:59.999,14.93,2025-09-16 21:59:59.999,15.41,Alcista,12,Alcista,3,96.29629629629622,96.35952720807352,3.0,Sobre-compra
POLYXUSDT,588,"['N/A', 'N/A', 'N/A']",141,9,93.62,"[('Dentro', 0), ('Bajista', 1), ('Bajista', 57)]",0,0,0,0,10,0.1262,0.1438,0.1377,32.1,22.44,9.658678286129291,129,125,2025-09-17 13:59:59.999,0.1326,2025-09-17 17:59:59.999,0.1396,Alcista,12,Alcista,3,51.96850393700776,52.45103977387441,9.0,Neutro
APTUSDT,588,"['N/A', 'N/A', 'Doji']",115,3,97.39,"[('Bajista', 0), ('Bajista', 59), ('Alcista', 339)]",0,0,0,0,28,4.202,4.745,4.583,23.52,18.24,5.2803840279292835,132,116,2025-09-17 13:59:59.999,4.355,2025-09-17 17:59:59.999,4.611,Alcista,3,Alcista,3,90.20979020979034,88.92542266526016,3.0,Sobre-compra
OSMOUSDT,588,"['N/A', 'N/A', 'N/A']",114,4,96.49,"[('Alcista', 16), ('Alcista', 21), ('Bajista', 440)]",0,2,0,0,10,0.1582,0.1792,0.1634,27.91,16.34,11.566707466340276,123,121,2025-09-17 13:59:59.999,0.1579,2025-09-17 17:59:59.999,0.1654,Bajista,22,Alcista,2,73.33333333333324,71.82905982905986,3.0,Neutro
HFTUSDT,588,"['N/A', 'N/A', 'N/A']",126,9,92.86,"[('Bajista', 0), ('Bajista', 95), ('Alcista', 228)]",0,0,0,0,15,0.0853,0.099,0.092,82.39,53.15,29.239130434782616,116,116,2025-09-17 13:59:59.999,0.0855,2025-09-17 01:59:59.999,0.0911,Alcista,3,Alcista,2,83.33333333333336,71.1111111111111,1.0,Sobre-compra-K
PHBUSDT,588,"['N/A', 'N/A', 'N/A']",100,6,94.0,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 78)]",0,0,0,0,53,0.537,0.637,0.588,46.26,39.8,6.462585034013614,115,108,2025-09-17 13:59:59.999,0.557,2025-09-17 17:59:59.999,0.595,Alcista,3,Alcista,3,85.99999999999997,89.22013758599122,3.0,Sobre-compra
HOOKUSDT,588,"['N/A', 'N/A', 'Doji']",109,3,97.25,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,28,0.1041,0.124,0.1138,21.0,31.72,10.720562390158172,122,121,2025-09-17 13:59:59.999,0.1057,2025-09-17 17:59:59.999,0.1149,Alcista,3,Alcista,3,88.54166666666663,88.99637794454867,3.0,Sobre-compra
MAGICUSDT,588,"['N/A', 'N/A', 'N/A']",111,5,95.5,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 272)]",0,0,0,0,15,0.1968,0.2261,0.2173,45.79,49.52,3.727565577542549,127,126,2025-09-17 13:59:59.999,0.1987,2025-09-17 17:59:59.999,0.221,Alcista,2,Alcista,2,83.98268398268395,76.33453340524044,2.0,Sobre-compra-K
RPLUSDT,588,"['N/A', 'N/A', 'N/A']",122,4,96.72,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 386)]",0,0,0,0,28,6.0,7.29,6.66,41.44,31.38,10.06006006006006,123,113,2025-09-17 13:59:59.999,6.19,2025-09-16 21:59:59.999,6.51,Bajista,141,Alcista,3,93.99999999999994,75.9289493575208,2.0,Sobre-compra-K
GNSUSDT,588,"['N/A', 'N/A', 'N/A']",142,9,93.66,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 20)]",0,0,0,0,28,2.156,2.5,2.335,15.63,52.68,37.044967880085636,127,115,2025-09-17 13:59:59.999,2.204,2025-09-16 21:59:59.999,2.317,Alcista,268,Alcista,2,89.72602739726018,81.82831466562831,2.0,Sobre-compra
SYNUSDT,588,"['N/A', 'N/A', 'N/A']",136,5,96.32,"[('Bajista', 1), ('Alcista', 338), ('Bajista', 418)]",0,0,0,0,23,0.1181,0.144,0.137,62.77,38.69,24.087591240875895,121,130,2025-09-17 13:59:59.999,0.1274,2025-09-17 17:59:59.999,0.139,Alcista,3,Alcista,3,85.03401360544231,85.94104308390031,3.0,Sobre-compra
SSVUSDT,588,"['N/A', 'N/A', 'N/A']",111,2,98.2,"[('Bajista', 0), ('Bajista', 1)]",0,0,0,0,15,8.909,10.401,9.782,25.74,34.57,8.832549580862796,125,132,2025-09-17 13:59:59.999,9.087,2025-09-17 17:59:59.999,9.984,Alcista,12,Alcista,3,79.26078028747435,88.58772758253117,3.0,Sobre-compra-D
LQTYUSDT,588,"['N/A', 'N/A', 'N/A']",116,5,95.69,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 155)]",0,0,0,0,15,0.776,0.892,0.858,92.77,14.1,78.67132867132867,119,122,2025-09-17 13:59:59.999,0.789,2025-09-17 17:59:59.999,0.89,Alcista,2,Alcista,3,71.17117117117114,81.90041545304702,1.0,Sobre-compra-D
USTCUSDT,588,"['N/A', 'N/A', 'N/A']",88,2,97.73,"[('Alcista', 20), ('Alcista', 339)]",0,0,0,0,12,0.01259,0.01418,0.01303,43.13,16.12,27.014581734458943,130,124,2025-09-17 13:59:59.999,0.01268,2025-09-17 17:59:59.999,0.01309,Bajista,23,Alcista,2,86.27450980392145,83.66013071895411,2.0,Sobre-compra
GASUSDT,588,"['N/A', 'N/A', 'N/A']",106,8,92.45,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 264)]",0,0,0,0,15,3.199,3.444,3.356,23.69,27.26,3.5756853396901107,124,130,2025-09-17 13:59:59.999,3.224,2025-09-16 21:59:59.999,3.33,Alcista,2,Alcista,3,92.10526315789471,91.407597769436,3.0,Sobre-compra
GLMUSDT,588,"['N/A', 'N/A', 'N/A']",110,5,95.45,"[('Bajista', 0), ('Alcista', 311), ('Bajista', 465)]",0,0,0,0,28,0.2313,0.2508,0.2455,44.68,20.45,24.236252545824858,132,124,2025-09-17 13:59:59.999,0.2387,2025-09-17 17:59:59.999,0.2468,Alcista,3,Alcista,3,89.16666666666669,92.55179392193185,3.0,Sobre-compra
PROMUSDT,588,"['N/A', 'N/A', 'N/A']",79,11,86.08,"[('Alcista', 0), ('Bajista', 10), ('Bajista', 240)]",0,0,0,0,9,8.581,12.355,10.932,13.02,71.01,57.99487742407611,130,138,2025-09-17 05:59:59.999,11.205,2025-09-17 13:59:59.999,12.055,Alcista,15,Alcista,15,54.911280101394176,69.61978193805525,1.0,Neutro
QKCUSDT,588,"['N/A', 'N/A', 'N/A']",90,5,94.44,"[('Bajista', 0), ('Alcista', 293), ('Bajista', 466)]",0,0,0,0,15,0.00661,0.007075,0.006956,72.51,16.85,55.66417481311097,136,132,2025-09-17 13:59:59.999,0.006681,2025-09-16 21:59:59.999,0.006903,Alcista,2,Alcista,3,90.90909090909098,87.4130721414333,2.0,Sobre-compra
IDUSDT,588,"['N/A', 'N/A', 'N/A']",117,3,97.44,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,15,0.1562,0.1736,0.1638,26.19,18.01,8.180708180708177,130,121,2025-09-17 13:59:59.999,0.1569,2025-09-16 17:59:59.999,0.1618,Alcista,2,Alcista,3,85.39325842696633,92.50936329588014,3.0,Sobre-compra
ARBUSDT,588,"['N/A', 'N/A', 'Doji']",111,6,94.59,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 218)]",0,0,0,0,12,0.4837,0.5577,0.5214,19.79,51.55,31.76064441887226,125,122,2025-09-17 13:59:59.999,0.4849,2025-09-17 17:59:59.999,0.5262,Alcista,2,Alcista,3,88.70588235294112,90.66735165681985,3.0,Sobre-compra
RDNTUSDT,588,"['N/A', 'N/A', 'N/A']",126,5,96.03,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 207)]",0,0,0,0,33,0.02023,0.02311,0.02213,32.08,20.47,11.61319475824672,123,113,2025-09-17 13:59:59.999,0.02078,2025-09-17 17:59:59.999,0.02236,Alcista,3,Alcista,3,88.44221105527635,92.39172050729833,3.0,Sobre-compra
USDTPLN,588,"['N/A', 'N/A', 'N/A']",80,0,100.0,[],0,2,0,0,9,3.571,3.644,3.598,4.17,9.37,5.197331851028332,126,114,2025-09-17 13:59:59.999,3.569,2025-09-17 05:59:59.999,3.588,Bajista,40,Alcista,1,89.09090909090871,71.02666004305347,1.0,Sobre-compra-K
USDTARS,588,"['N/A', 'N/A', 'N/A']",92,10,89.13,"[('Bajista', 2), ('Bajista', 31), ('Bajista', 32)]",1,0,1,0,12,1384.7,1500.0,1502.2,0.11,22.22,22.107575555851408,124,120,2025-09-17 05:59:59.999,1481.1,2025-09-17 17:59:59.999,1503.9,Alcista,117,Alcista,9,94.1176470588234,88.52571260517315,3.0,Sobre-compra
WBTCUSDT,588,"['N/A', 'N/A', 'N/A']",117,8,93.16,"[('Bajista', 44), ('Bajista', 46), ('Bajista', 65)]",1,0,2,0,8,110189.52,116991.78,116676.02,6.57,15.87,9.291086548889835,130,144,2025-09-17 13:59:59.999,114770.04,2025-09-17 17:59:59.999,116955.84,Alcista,44,Alcista,2,75.5654583731452,62.109550504470825,5.0,Neutro
EDUUSDT,588,"['N/A', 'N/A', 'N/A']",110,4,96.36,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 275)]",0,0,0,0,29,0.1287,0.1428,0.1385,49.03,20.0,29.02527075812272,132,115,2025-09-17 13:59:59.999,0.132,2025-09-16 21:59:59.999,0.1382,Alcista,3,Alcista,3,91.57894736842111,88.28624546261362,3.0,Sobre-compra
SUIUSDT,588,"['N/A', 'N/A', 'N/A']",113,4,96.46,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 207)]",0,0,0,0,28,3.3342,3.8866,3.7908,17.22,39.49,22.272343568639865,132,132,2025-09-17 13:59:59.999,3.5232,2025-09-16 09:59:59.999,3.6546,Alcista,12,Alcista,3,94.79075212174415,93.27189424878179,3.0,Sobre-compra
PEPEUSDT,588,"['N/A', 'N/A', 'Doji']",97,4,95.88,"[('Bajista', 0), ('Bajista', 65), ('Alcista', 338)]",0,0,0,0,28,9.63e-06,1.27e-05,1.141e-05,29.27,27.26,2.0157756354075467,127,123,2025-09-17 13:59:59.999,1.071e-05,2025-09-16 21:59:59.999,1.12e-05,Alcista,34,Alcista,3,87.09677419354833,89.66490027610568,3.0,Sobre-compra
FLOKIUSDT,588,"['N/A', 'N/A', 'N/A']",111,9,91.89,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,28,8.959e-05,0.00011097,0.00010177,55.03,41.8,13.225901542694324,127,142,2025-09-17 13:59:59.999,9.467e-05,2025-09-16 21:59:59.999,9.915e-05,Alcista,3,Alcista,3,86.93790149892928,92.75281997957332,3.0,Sobre-compra
MAVUSDT,588,"['N/A', 'N/A', 'N/A']",130,4,96.92,"[('Bajista', 4), ('Alcista', 59), ('Bajista', 250)]",0,0,0,0,45,0.06285,0.08175,0.07191,36.28,48.27,11.987206230009733,127,132,2025-09-17 01:59:59.999,0.06686,2025-09-17 09:59:59.999,0.07317,Alcista,43,Alcista,6,81.65938864628825,82.67664900730757,4.0,Sobre-compra
PENDLEUSDT,588,"['N/A', 'N/A', 'Doji']",115,5,95.65,"[('Bajista', 0), ('Alcista', 143), ('Bajista', 249)]",0,0,0,0,37,4.585,5.366,5.186,21.15,40.2,19.05129193983802,131,137,2025-09-17 13:59:59.999,4.895,2025-09-17 17:59:59.999,5.248,Alcista,3,Alcista,3,88.12260536398463,91.49295408792774,3.0,Sobre-compra
ARKMUSDT,588,"['N/A', 'N/A', 'N/A']",96,5,94.79,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 59)]",0,0,0,0,53,0.477,0.712,0.65,9.54,44.0,34.46153846153848,113,124,2025-09-17 13:59:59.999,0.604,2025-09-16 21:59:59.999,0.632,Alcista,61,Alcista,3,86.11111111111111,92.4021164021164,3.0,Sobre-compra
WBETHUSDT,588,"['N/A', 'N/A', 'N/A']",115,11,90.43,"[('Bajista', 0), ('Bajista', 242), ('Bajista', 246)]",0,0,0,0,31,4598.84,5141.96,4975.96,7.22,54.49,47.27931896558655,131,134,2025-09-17 13:59:59.999,4761.05,2025-09-17 01:59:59.999,4910.1,Alcista,43,Alcista,2,89.93931784892237,83.66252569213734,2.0,Sobre-compra
WLDUSDT,588,"['N/A', 'N/A', 'N/A']",109,8,92.66,"[('Bajista', 1), ('Alcista', 40), ('Alcista', 41)]",0,0,0,0,53,0.953,2.211,1.594,38.71,51.63,12.923462986198253,116,124,2025-09-17 01:59:59.999,1.475,2025-09-16 09:59:59.999,1.609,Alcista,68,Alcista,3,83.21678321678321,84.86711872296132,2.0,Sobre-compra
FDUSDUSDT,588,"['N/A', 'N/A', 'N/A']",22,1,95.45,"[('Bajista', 0)]",0,2,0,0,33,0.9975,0.9986,0.9979,0.19,0.78,0.5912416073754901,58,62,2025-09-14 09:59:59.999,0.9979,2025-09-16 21:59:59.999,0.998,Alcista,2,Alcista,2,71.42857142857596,57.14285714286396,2.0,Neutro
SEIUSDT,588,"['N/A', 'N/A', 'N/A']",123,7,94.31,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,28,0.2853,0.3573,0.3294,18.49,51.97,33.485124468731044,125,126,2025-09-17 13:59:59.999,0.3079,2025-09-17 17:59:59.999,0.3364,Alcista,50,Alcista,2,75.43859649122821,75.31447666786023,1.0,Neutro
CYBERUSDT,588,"['N/A', 'Martillo_Inv', 'N/A']",123,7,94.31,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 185)]",0,0,0,0,12,1.688,1.983,1.84,189.67,40.87,148.80434782608697,126,121,2025-09-17 13:59:59.999,1.728,2025-09-17 17:59:59.999,1.932,Bajista,111,Alcista,3,62.29508196721317,72.49015122633122,2.0,Neutro
