Simbolo,N,Volumen_acum,Volumen,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
WLDUSDT,480,253500380.40000004,65418.7,"['N/A', 'Doji', 'N/A', 'N/A', 'Cuerpo_Lleno']",62,3,95.16,"[('Dentro', 0), ('Alcista', 159), ('Alcista', 160)]",0,0,0,0,18,1.484,1.536,1.515,12.15,2.64,9.50495049504953,96,101,2025-09-20 12:14:59.999,1.511,2025-09-20 13:29:59.999,1.52,Bajista,155,Bajista,1,54.54545454545454,44.84848484848502,2.0,Neutro
FDUSDUSDT,480,1706489110.0,503962.0,"['N/A', 'Cuerpo_Lleno', 'N/A', 'N/A', 'Cuerpo_Lleno']",2,0,100.0,[],0,0,0,0,18,0.9974,0.9978,0.9975,0.06,0.01,0.050125313283191364,4,10,2025-09-18 16:14:59.999,0.9976,2025-09-20 09:29:59.999,0.9978,Bajista,1,Bajista,1,0.0,11.1111111111111,1.0,Sobre-venta
SEIUSDT,480,549842527.2,187084.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",95,5,94.74,"[('Alcista', 9), ('Alcista', 159), ('Alcista', 160)]",0,0,0,0,19,0.3163,0.3247,0.3186,9.86,3.36,6.497175141242937,93,94,2025-09-20 12:44:59.999,0.3172,2025-09-20 10:44:59.999,0.3233,Bajista,132,Bajista,11,22.95081967213137,23.39101396478448,2.0,Neutro
CYBERUSDT,480,6925711.34,502.97,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",98,2,97.96,"[('Dentro', 0), ('Alcista', 129)]",0,0,0,0,36,1.746,1.786,1.768,9.28,4.52,4.751131221719448,90,93,2025-09-20 12:44:59.999,1.759,2025-09-20 11:14:59.999,1.781,Bajista,138,Bajista,7,39.130434782608994,37.68115942028997,3.0,Neutro
ARKUSDT,480,7080612.0,6525.0,"['Cuerpo_Lleno', 'N/A', 'Cuerpo_Lleno', 'N/A', 'N/A']",155,10,93.55,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 9)]",0,0,0,0,19,0.4502,0.468,0.462,2.66,3.98,1.3203463203463315,93,96,2025-09-20 11:29:59.999,0.4608,2025-09-20 10:44:59.999,0.4658,Alcista,3,Alcista,2,44.11764705882374,38.2352941176471,2.0,Neutro
IQUSDT,480,647814119.0,396563.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",75,2,97.33,"[('Dentro', 0), ('Alcista', 165)]",0,0,0,0,20,0.003376,0.003444,0.003427,5.6,1.9,3.7058651882112614,89,99,2025-09-20 13:14:59.999,0.003418,2025-09-20 12:44:59.999,0.003433,Bajista,8,Alcista,2,40.90909090909064,37.87878787878786,2.0,Neutro
FDUSDTRY,480,11094560.0,148.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Cuerpo_Lleno']",13,3,76.92,"[('Bajista', 113), ('Bajista', 114), ('Bajista', 246)]",0,0,4,0,21,41.27,41.34,41.35,0.0,0.6,0.6045949214026602,11,13,2025-09-20 11:59:59.999,41.31,2025-09-20 09:14:59.999,41.34,Alcista,115,Alcista,7,100.0,100.0,6.0,Sobre-compra
NTRNUSDT,480,30122679.6,8050.6,"['N/A', 'Cuerpo_Lleno', 'N/A', 'Martillo_Inv', 'Cuerpo_Lleno']",96,5,94.79,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 6)]",0,0,0,0,18,0.0945,0.0979,0.0967,5.79,3.62,2.171664943123081,80,80,2025-09-20 12:59:59.999,0.0961,2025-09-20 11:14:59.999,0.0975,Bajista,138,Bajista,7,37.49999999999957,31.249999999999925,2.0,Neutro
TIAUSDT,480,41233551.53,7110.62,"['N/A', 'N/A', 'Martillo', 'N/A', 'N/A']",88,2,97.73,"[('Dentro', 0), ('Bajista', 20)]",0,0,0,0,19,1.693,1.748,1.719,7.62,3.55,4.072134962187308,86,85,2025-09-20 12:14:59.999,1.718,2025-09-20 13:29:59.999,1.723,Bajista,137,Bajista,5,30.434782608695986,30.9782608695655,2.0,Neutro
MEMEUSDT,480,16289960638.0,439126.0,"['N/A', 'N/A', 'Doji', 'N/A', 'N/A']",94,4,95.74,"[('Dentro', 0), ('Alcista', 5), ('Alcista', 6)]",0,0,0,0,19,0.002561,0.002649,0.00261,7.28,3.22,4.061302681992345,100,102,2025-09-20 13:14:59.999,0.002599,2025-09-20 11:44:59.999,0.002635,Bajista,7,Bajista,1,28.947368421052033,28.947368421052413,2.0,Neutro
ORDIUSDT,480,2683079.74,2721.78,"['N/A', 'N/A', 'Martillo', 'N/A', 'Estrella_Fug']",103,5,95.15,"[('Dentro', 0), ('Alcista', 5), ('Alcista', 6)]",0,0,0,0,19,9.881,10.245,10.086,5.84,7.66,1.8243109260360821,105,101,2025-09-20 12:59:59.999,10.039,2025-09-20 13:29:59.999,10.104,Bajista,17,Bajista,5,30.128205128205398,27.652797935816693,2.0,Neutro
BEAMXUSDT,480,2862668228.0,281528.0,"['N/A', 'Hang_Man', 'N/A', 'N/A', 'Estrella_Fug']",100,10,90.0,"[('Alcista', 3), ('Alcista', 135), ('Alcista', 136)]",0,0,0,0,45,0.007911,0.008184,0.008045,12.91,8.43,4.487259167184591,106,101,2025-09-20 13:29:59.999,0.008039,2025-09-20 12:44:59.999,0.008109,Bajista,44,Bajista,5,6.293706293706489,6.526806526806563,5.0,Sobre-venta
PIVXUSDT,480,13469909.0,9181.0,"['N/A', 'Estrella_Fug', 'N/A', 'N/A', 'Cuerpo_Lleno']",81,7,91.36,"[('Bajista', 0), ('Alcista', 5), ('Bajista', 18)]",0,0,0,0,8,0.1323,0.14,0.1379,4.06,5.51,1.4503263234227717,66,73,2025-09-20 13:14:59.999,0.1365,2025-09-20 11:59:59.999,0.14,Alcista,2,Alcista,2,49.999999999999666,42.063492063491765,5.0,Neutro
VICUSDT,480,23015909.1,0.0,"['Cuerpo_Lleno', 'N/A', 'N/A', 'N/A', 'Plana']",138,0,100.0,[],0,0,0,0,58,0.2256,0.2334,0.2314,12.06,3.67,8.383751080380282,97,92,2025-09-20 12:59:59.999,0.2305,2025-09-20 13:29:59.999,0.2321,Bajista,8,Alcista,3,50.0,54.16666666666657,7.0,Neutro
BLURUSDT,480,91111233.60000001,25827.8,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",120,5,95.83,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 12)]",0,0,0,0,16,0.08406,0.08768,0.08612,5.7,5.52,0.18578727357175318,105,99,2025-09-20 12:59:59.999,0.08572,2025-09-20 12:29:59.999,0.0863,Bajista,14,Bajista,1,29.85074626865667,26.927375177257005,2.0,Neutro
VANRYUSDT,480,306553961.0,14610.0,"['N/A', 'Doji', 'N/A', 'Cuerpo_Lleno', 'Plana']",52,2,96.15,"[('Dentro', 0), ('Alcista', 160)]",0,0,0,0,19,0.0271,0.028,0.0276,13.04,2.17,10.869565217391303,45,57,2025-09-20 12:29:59.999,0.0273,2025-09-20 10:44:59.999,0.0278,Bajista,161,Alcista,1,60.0,46.66666666666665,6.0,Neutro
AEURUSDT,480,1759985.1,36.1,"['Plana', 'Plana', 'Cuerpo_Lleno', 'Plana', 'Plana']",111,4,96.4,"[('Dentro', 0), ('Alcista', 1), ('Alcista', 2)]",0,0,0,0,14,1.081,1.118,1.0944,2.16,2.23,0.07309941520467023,83,79,2025-09-20 11:59:59.999,1.0954,2025-09-20 13:14:59.999,1.0953,Alcista,37,Bajista,4,7.4509803921568905,22.874050521109197,1.0,Sobre-venta-K
JTOUSDT,480,20232195.9,20991.4,"['N/A', 'N/A', 'N/A', 'N/A', 'Cuerpo_Lleno']",110,9,91.82,"[('Alcista', 1), ('Alcista', 105), ('Alcista', 115)]",0,1,0,0,18,1.841,1.891,1.844,16.76,3.04,13.720173535791751,88,88,2025-09-20 13:14:59.999,1.84,2025-09-20 12:29:59.999,1.868,Bajista,131,Bajista,8,8.510638297872362,19.148936170212746,2.0,Sobre-venta
1000SATSUSDT,480,518030076489.0,58688154.0,"['N/A', 'Hang_Man', 'Martillo', 'N/A', 'N/A']",86,3,96.51,"[('Bajista', 0), ('Bajista', 19), ('Bajista', 20)]",0,0,0,0,12,3.963e-05,4.113e-05,4.081e-05,6.3,5.93,0.36755697133056575,106,97,2025-09-20 13:14:59.999,4.054e-05,2025-09-20 13:29:59.999,4.095e-05,Bajista,11,Alcista,2,45.7627118644061,42.37288135593175,3.0,Neutro
BONKUSDT,480,7831811636846.0,7546369520.0,"['N/A', 'N/A', 'N/A', 'Martillo_Inv', 'N/A']",86,5,94.19,"[('Alcista', 7), ('Alcista', 73), ('Alcista', 82)]",0,3,0,2,8,2.293e-05,2.377e-05,2.305e-05,12.8,0.87,11.93058568329716,90,98,2025-09-20 10:29:59.999,2.334e-05,2025-09-20 10:44:59.999,2.359e-05,Bajista,154,Bajista,9,27.027027027027238,25.22522522522529,2.0,Neutro
ACEUSDT,480,14005249.9,19957.9,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",82,2,97.56,"[('Alcista', 9), ('Alcista', 249)]",0,0,0,0,18,0.564,0.588,0.571,8.93,1.4,7.5306479859895,75,67,2025-09-20 12:14:59.999,0.568,2025-09-20 10:44:59.999,0.582,Bajista,138,Bajista,12,26.666666666666668,22.222222222222204,1.0,Neutro
NFPUSDT,480,130679288.0,9054.0,"['N/A', 'Martillo', 'Cuerpo_Lleno', 'N/A', 'Cuerpo_Lleno']",93,5,94.62,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 160)]",0,0,0,0,21,0.068,0.0715,0.0704,15.06,5.54,9.517045454545453,74,74,2025-09-20 12:59:59.999,0.0699,2025-09-20 13:29:59.999,0.0706,Bajista,1,Alcista,2,38.46153846153862,38.46153846153826,4.0,Neutro
AIUSDT,480,149859796.2,128731.7,"['N/A', 'N/A', 'N/A', 'N/A', 'Martillo_Inv']",89,4,95.51,"[('Bajista', 0), ('Alcista', 5), ('Alcista', 16)]",0,0,0,0,19,0.1376,0.1465,0.1425,6.67,6.67,1.9539925233402755e-14,94,81,2025-09-20 13:14:59.999,0.1415,2025-09-20 11:44:59.999,0.144,Bajista,5,Bajista,7,35.71428571428543,27.380952380952436,1.0,Neutro
XAIUSDT,480,292693335.0,50070.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Cuerpo_Lleno']",74,2,97.3,"[('Bajista', 0), ('Alcista', 160)]",0,0,0,0,19,0.049,0.0512,0.0506,5.14,5.93,0.7905138339920894,67,61,2025-09-20 11:29:59.999,0.0505,2025-09-20 11:29:59.999,0.0511,Alcista,1,Alcista,1,44.44444444444427,33.33333333333333,2.0,Neutro
MANTAUSDT,480,54632848.5,22269.9,"['N/A', 'Martillo', 'N/A', 'Cuerpo_Lleno', 'N/A']",114,7,93.86,"[('Dentro', 0), ('Alcista', 5), ('Bajista', 31)]",0,0,0,0,18,0.2088,0.2188,0.2152,5.25,5.76,0.5111524163568726,96,91,2025-09-20 12:59:59.999,0.2139,2025-09-20 11:59:59.999,0.2173,Alcista,2,Bajista,1,38.235294117647086,35.267620561738326,2.0,Neutro
ALTUSDT,480,372298161.0,46523.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",117,6,94.87,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 136)]",0,0,0,0,19,0.03319,0.03437,0.03394,5.98,4.92,1.060695344726005,104,99,2025-09-20 12:59:59.999,0.03371,2025-09-20 12:29:59.999,0.03398,Bajista,151,Alcista,2,56.097560975609916,52.80771412365315,4.0,Neutro
JUPUSDT,480,70023530.4,24951.4,"['N/A', 'Martillo', 'Martillo', 'N/A', 'Estrella_Fug']",112,6,94.64,"[('Dentro', 0), ('Bajista', 1), ('Bajista', 20)]",0,0,0,0,34,0.5152,0.5329,0.525,9.18,5.24,3.9428571428571413,102,98,2025-09-20 13:14:59.999,0.522,2025-09-20 11:14:59.999,0.5298,Bajista,131,Bajista,1,38.37209302325572,33.12403100775174,2.0,Neutro
PYTHUSDT,480,314738624.0,99243.7,"['N/A', 'Cuerpo_Lleno', 'N/A', 'N/A', 'N/A']",88,2,97.73,"[('Alcista', 43), ('Alcista', 187)]",0,0,0,0,46,0.1659,0.1756,0.1688,5.75,5.69,0.05924170616113145,88,90,2025-09-20 13:14:59.999,0.1681,2025-09-20 11:14:59.999,0.1723,Bajista,7,Bajista,8,16.666666666666778,15.873015873015865,5.0,Sobre-venta
RONINUSDT,480,18314600.04,446.91,"['N/A', 'N/A', 'Doji', 'N/A', 'N/A']",41,1,97.56,"[('Bajista', 19)]",0,0,0,0,18,0.488,0.5,0.498,4.02,3.21,0.8032128514056232,58,44,2025-09-20 12:14:59.999,0.496,2025-09-20 13:29:59.999,0.499,Bajista,11,Alcista,2,60.0,46.666666666666664,10.0,Neutro
DYMUSDT,480,89408643.9,191.1,"['Cuerpo_Lleno', 'Doji', 'N/A', 'N/A', 'Cuerpo_Lleno']",32,0,100.0,[],0,0,0,0,59,0.224,0.234,0.231,10.39,9.52,0.8658008658008551,33,41,2025-09-20 11:29:59.999,0.23,2025-09-20 11:44:59.999,0.233,Bajista,8,Alcista,3,50.0,49.99999999999999,3.0,Neutro
PIXELUSDT,480,296577679.2,41478.5,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",110,2,98.18,"[('Dentro', 0), ('Alcista', 160)]",0,0,0,0,18,0.03215,0.0336,0.03288,5.96,5.29,0.6690997566910131,96,93,2025-09-20 12:44:59.999,0.03276,2025-09-20 12:29:59.999,0.03308,Bajista,17,Bajista,7,21.81818181818212,22.789968652037988,2.0,Neutro
STRKUSDT,480,248653637.68,37015.51,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",82,3,96.34,"[('Alcista', 12), ('Alcista', 160), ('Alcista', 165)]",0,0,0,0,19,0.128,0.1336,0.1305,7.82,3.14,4.674329501915706,89,81,2025-09-20 13:14:59.999,0.1302,2025-09-20 13:29:59.999,0.131,Bajista,14,Bajista,8,11.111111111110997,14.456391875746696,8.0,Sobre-venta
PORTALUSDT,480,149628872.5,66065.3,"['Cuerpo_Lleno', 'N/A', 'N/A', 'N/A', 'Cuerpo_Lleno']",81,2,97.53,"[('Bajista', 0), ('Bajista', 1)]",0,0,0,0,19,0.0455,0.0477,0.0469,6.82,4.05,2.771855010660987,64,66,2025-09-20 11:29:59.999,0.0467,2025-09-20 10:44:59.999,0.0473,Bajista,17,Alcista,2,55.5555555555553,40.740740740740904,2.0,Neutro
AXLUSDT,480,26748611.04,4860.11,"['N/A', 'Hang_Man', 'Martillo', 'N/A', 'N/A']",136,7,94.85,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 5)]",0,0,0,0,9,0.3204,0.3356,0.3309,5.89,6.44,0.5439709882139852,93,89,2025-09-20 12:59:59.999,0.329,2025-09-20 11:44:59.999,0.3356,Bajista,8,Bajista,7,28.787878787879006,25.252525252525306,2.0,Neutro
WIFUSDT,480,169460863.79,24511.06,"['N/A', 'N/A', 'Martillo', 'N/A', 'N/A']",72,5,93.06,"[('Dentro', 0), ('Alcista', 9), ('Alcista', 129)]",0,0,0,0,18,0.883,0.914,0.896,11.05,3.24,7.812499999999993,77,71,2025-09-20 10:44:59.999,0.901,2025-09-20 10:44:59.999,0.909,Bajista,138,Bajista,11,27.77777777777778,25.048732943469776,2.0,Neutro
METISUSDT,480,930755.5700000001,76.447,"['N/A', 'N/A', 'N/A', 'Cuerpo_Lleno', 'Cuerpo_Lleno']",113,8,92.92,"[('Dentro', 0), ('Alcista', 5), ('Alcista', 6)]",0,0,0,0,18,14.87,15.45,15.15,15.78,3.89,11.881188118811876,88,90,2025-09-20 12:59:59.999,15.07,2025-09-20 11:44:59.999,15.29,Bajista,117,Bajista,7,32.00000000000003,29.89743589743574,2.0,Neutro
AEVOUSDT,480,198604013.1,435924.92,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",107,4,96.26,"[('Bajista', 22), ('Bajista', 24), ('Bajista', 26)]",0,0,0,0,21,0.0952,0.1185,0.1098,7.92,16.67,8.743169398907101,76,78,2025-09-20 12:59:59.999,0.1075,2025-09-20 13:29:59.999,0.1117,Alcista,28,Alcista,10,49.425287356321824,55.70794148380361,20.0,Neutro
BOMEUSDT,480,10028561938.0,10570692.0,"['N/A', 'N/A', 'Martillo', 'N/A', 'Estrella_Fug']",94,5,94.68,"[('Dentro', 0), ('Bajista', 20), ('Alcista', 160)]",0,0,0,0,19,0.001991,0.002051,0.00202,8.91,2.77,6.138613861386137,93,94,2025-09-20 12:14:59.999,0.002013,2025-09-20 11:44:59.999,0.002032,Bajista,154,Bajista,1,33.33333333333333,29.861111111110933,2.0,Neutro
ETHFIUSDT,480,99298329.19999999,14655.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",94,2,97.87,"[('Alcista', 136), ('Alcista', 147)]",0,0,0,0,15,1.471,1.563,1.511,12.18,6.49,5.691594970218419,90,89,2025-09-20 11:29:59.999,1.531,2025-09-20 13:29:59.999,1.52,Bajista,138,Bajista,8,2.0408163265303902,7.598511102554105,7.0,Sobre-venta
ENAUSDT,480,695107688.48,253376.67,"['N/A', 'N/A', 'N/A', 'N/A', 'Estrella_Fug']",96,3,96.88,"[('Alcista', 159), ('Alcista', 160), ('Alcista', 165)]",0,0,0,0,48,0.6607,0.6827,0.6655,8.44,1.64,6.806912096168295,108,111,2025-09-20 13:14:59.999,0.6653,2025-09-20 11:44:59.999,0.6736,Bajista,166,Bajista,7,1.886792452829991,6.791395803604339,5.0,Sobre-venta
WUSDT,480,1699574027.6999998,2750160.5,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",101,7,93.07,"[('Bajista', 0), ('Bajista', 65), ('Bajista', 68)]",0,0,0,0,57,0.1114,0.1293,0.1194,8.29,28.31,20.016750418760488,86,85,2025-09-20 13:14:59.999,0.1169,2025-09-20 11:14:59.999,0.1203,Alcista,20,Alcista,2,55.55555555555573,31.99369582348302,1.0,Neutro
TNSRUSDT,480,40549488.3,15587.1,"['N/A', 'Cuerpo_Lleno', 'Martillo', 'N/A', 'Cuerpo_Lleno']",120,5,95.83,"[('Dentro', 0), ('Bajista', 19), ('Bajista', 20)]",0,0,0,0,18,0.1137,0.1172,0.1165,7.55,3.35,4.206008583690977,83,87,2025-09-20 12:59:59.999,0.116,2025-09-20 13:29:59.999,0.1169,Bajista,161,Alcista,4,41.666666666666956,44.44444444444445,2.0,Neutro
SAGAUSDT,480,67980217.7,20876.2,"['N/A', 'N/A', 'Hang_Man', 'N/A', 'N/A']",93,3,96.77,"[('Bajista', 0), ('Alcista', 160), ('Alcista', 164)]",0,0,0,0,19,0.2454,0.2548,0.2521,8.01,3.73,4.2840142800476,100,102,2025-09-20 12:44:59.999,0.2505,2025-09-20 10:44:59.999,0.254,Bajista,161,Alcista,2,47.22222222222175,38.88888888888878,4.0,Neutro
USDTMXN,480,4085462.0,1630.0,"['N/A', 'N/A', 'N/A', 'N/A', 'Cuerpo_Lleno']",45,3,93.33,"[('Bajista', 216), ('Bajista', 217), ('Bajista', 219)]",0,0,0,0,11,18.43,18.47,18.46,0.22,1.14,0.9209100758396624,14,8,2025-09-19 14:59:59.999,18.42,2025-09-20 11:14:59.999,18.47,Alcista,213,Alcista,6,50.00000000000888,61.11111111111671,10.0,Neutro
TAOUSDT,480,298001.8748,173.5729,"['N/A', 'N/A', 'Martillo', 'N/A', 'N/A']",105,7,93.33,"[('Bajista', 19), ('Alcista', 105), ('Alcista', 136)]",0,0,0,0,15,341.0,348.5,344.9,8.12,2.35,5.769788344447676,91,94,2025-09-20 12:59:59.999,344.4,2025-09-20 13:29:59.999,346.1,Bajista,154,Bajista,2,16.66666666666644,24.160206718346398,1.0,Sobre-venta-K
OMNIUSDT,480,12819609.41,3389.16,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",59,3,94.92,"[('Bajista', 67), ('Bajista', 155), ('Bajista', 156)]",0,0,0,0,48,4.02,4.3,4.15,8.43,17.59,9.156626506024114,64,79,2025-09-20 11:14:59.999,4.17,2025-09-20 13:29:59.999,4.17,Alcista,70,Bajista,5,14.285714285715192,17.85714285714367,2.0,Sobre-venta
REZUSDT,480,1637084044.1,1072034.3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",100,3,97.0,"[('Alcista', 136), ('Bajista', 289), ('Bajista', 442)]",0,0,0,0,19,0.01191,0.01244,0.01227,15.08,9.37,5.704971475142633,89,93,2025-09-20 12:44:59.999,0.01218,2025-09-20 12:29:59.999,0.01234,Bajista,119,Bajista,1,39.13043478260873,44.927536231884126,12.0,Neutro
BBUSDT,480,516169342.3000001,1298170.7,"['Doji', 'N/A', 'N/A', 'N/A', 'N/A']",80,8,90.0,"[('Bajista', 4), ('Bajista', 30), ('Bajista', 119)]",0,0,6,0,15,0.1937,0.212,0.2167,0.74,30.27,29.533917858790954,100,102,2025-09-20 11:29:59.999,0.2089,2025-09-20 10:59:59.999,0.2116,Alcista,33,Alcista,32,90.18404907975464,86.6130738311826,7.0,Sobre-compra
NOTUSDT,480,4599801919.0,2486184.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",85,5,94.12,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 104)]",0,0,0,0,19,0.001833,0.00187,0.001849,5.79,1.08,4.705246078961592,90,96,2025-09-20 11:29:59.999,0.001843,2025-09-20 10:44:59.999,0.001861,Bajista,137,Bajista,1,49.99999999999955,49.99999999999985,4.0,Neutro
USDTCOP,480,1547553.0,1153.0,"['Doji', 'Doji', 'N/A', 'N/A', 'N/A']",64,1,98.44,"[('Alcista', 204)]",0,3,0,1,18,3831.0,3843.0,3831.0,1.46,0.13,1.331245105716523,28,40,2025-09-20 09:29:59.999,3831.0,2025-09-20 11:29:59.999,3835.0,Bajista,81,Bajista,35,20.0,26.666666666666647,3.0,Neutro
IOUSDT,480,39907441.0,9847.17,"['N/A', 'N/A', 'Hang_Man', 'Cuerpo_Lleno', 'N/A']",60,1,98.33,"[('Alcista', 159)]",0,0,0,0,18,0.606,0.625,0.618,5.83,2.43,3.398058252427188,63,55,2025-09-20 12:14:59.999,0.616,2025-09-20 10:44:59.999,0.624,Bajista,8,Alcista,2,40.0,33.333333333333314,2.0,Neutro
ZKUSDT,480,392180696.3,48143.6,"['N/A', 'N/A', 'N/A', 'N/A', 'Estrella_Fug']",95,7,92.63,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 8)]",0,0,0,0,18,0.05483,0.05757,0.05678,6.2,4.07,2.1310320535399834,98,98,2025-09-20 13:14:59.999,0.05641,2025-09-20 13:29:59.999,0.05693,Alcista,3,Alcista,2,34.579439252335966,29.544497768796564,2.0,Neutro
LISTAUSDT,480,124448681.60000002,1682177.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",113,9,92.04,"[('Bajista', 0), ('Bajista', 10), ('Bajista', 11)]",0,0,5,0,9,0.2705,0.3122,0.3255,0.77,25.81,25.0384024577573,95,99,2025-09-20 13:14:59.999,0.3056,2025-09-20 12:44:59.999,0.326,Alcista,63,Alcista,13,93.42105263157895,68.8255360623782,1.0,Sobre-compra-K
ZROUSDT,480,13586378.16,11117.54,"['Doji', 'N/A', 'N/A', 'N/A', 'N/A']",111,4,96.4,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 160)]",0,0,0,0,13,1.938,2.026,2.008,5.08,8.07,2.988047808764942,82,90,2025-09-20 12:59:59.999,1.995,2025-09-20 12:44:59.999,2.008,Bajista,11,Alcista,3,41.93548387096783,40.86021505376317,3.0,Neutro
GUSDT,480,285105496.0,23054.0,"['N/A', 'N/A', 'Hang_Man', 'Cuerpo_Lleno', 'Cuerpo_Lleno']",104,6,94.23,"[('Bajista', 0), ('Alcista', 5), ('Alcista', 6)]",0,0,0,0,19,0.01095,0.01125,0.01114,4.67,2.33,2.333931777378813,76,59,2025-09-20 13:14:59.999,0.01108,2025-09-20 10:14:59.999,0.01124,Bajista,138,Bajista,5,37.50000000000055,29.16666666666721,2.0,Neutro
BANANAUSDT,480,474547.08799999993,155.283,"['N/A', 'N/A', 'Martillo', 'N/A', 'N/A']",108,1,99.07,"[('Alcista', 129)]",0,0,0,0,41,19.9,20.47,19.97,10.52,0.9,9.61442163244868,97,93,2025-09-20 13:14:59.999,19.94,2025-09-20 13:29:59.999,20.06,Bajista,133,Bajista,11,8.571428571427933,15.357142857142591,8.0,Sobre-venta
RENDERUSDT,480,10262215.99,2132.78,"['N/A', 'Martillo', 'N/A', 'N/A', 'N/A']",107,6,94.39,"[('Alcista', 5), ('Alcista', 6), ('Bajista', 20)]",0,0,0,0,18,3.901,4.019,3.957,5.21,5.76,0.555976750063162,95,88,2025-09-20 12:59:59.999,3.941,2025-09-20 10:44:59.999,4.012,Bajista,11,Bajista,8,22.53521126760574,24.413145539906434,2.0,Neutro
TONUSDT,480,23125693.52,2070.64,"['N/A', 'Doji', 'N/A', 'N/A', 'N/A']",76,2,97.37,"[('Alcista', 9), ('Alcista', 115)]",0,0,0,0,18,3.082,3.112,3.093,3.46,1.33,2.1338506304558775,81,81,2025-09-20 12:44:59.999,3.084,2025-09-20 10:44:59.999,3.108,Bajista,137,Bajista,11,37.49999999999954,36.85897435897457,3.0,Neutro
DOGSUSDT,480,66719587644.0,30043263.0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A']",88,3,96.59,"[('Bajista', 0), ('Bajista', 2), ('Alcista', 160)]",0,0,0,0,19,0.000135,0.000139,0.0001386,4.69,5.27,0.5772005772005917,82,81,2025-09-20 12:14:59.999,0.0001367,2025-09-20 12:59:59.999,0.0001385,Alcista,2,Alcista,4,88.00000000000068,88.20151828847484,3.0,Sobre-compra
EURIUSDT,480,6394712.999999999,492.8,"['Plana', 'Plana', 'Plana', 'Plana', 'Plana']",93,3,96.77,"[('Alcista', 114), ('Alcista', 218), ('Alcista', 219)]",0,0,0,0,20,1.1724,1.1735,1.1726,1.5,0.02,1.4838819716868377,65,73,2025-09-20 09:29:59.999,1.1725,2025-09-20 09:44:59.999,1.1732,Bajista,231,Bajista,13,0.0,0.0,6.0,Sobre-venta
POLUSDT,480,270381674.1,61677.6,"['N/A', 'N/A', 'N/A', 'N/A', 'Estrella_Fug']",93,3,96.77,"[('Dentro', 0), ('Alcista', 9), ('Alcista', 160)]",0,0,0,0,18,0.25,0.254,0.2508,5.58,1.28,4.306220095693749,92,84,2025-09-20 12:44:59.999,0.25,2025-09-20 11:59:59.999,0.2519,Bajista,161,Bajista,11,25.000000000000867,23.484848484848666,1.0,Neutro
NEIROUSDT,480,131932532079.0,32354227.0,"['N/A', 'N/A', 'Martillo', 'N/A', 'N/A']",94,5,94.68,"[('Bajista', 0), ('Alcista', 5), ('Alcista', 6)]",0,0,0,0,19,0.00034606,0.0003563,0.00035052,8.57,1.61,6.958233481684354,104,108,2025-09-20 13:14:59.999,0.00034875,2025-09-20 11:44:59.999,0.00035323,Bajista,161,Bajista,8,29.747899159663906,26.35221830667736,1.0,Neutro
