Simbolo,N,Volumen_acum,Volumen,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
SUPERUSDT,481,16425700.0,0.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",110,4,96.36,"[('Bajista', 1), ('Bajista', 2), ('Bajista', 194)]",0,0,0,0,29,0.5924,0.6082,0.598,3.19,4.67,1.4715719063545007,101,96,2025-09-19 15:14:59.999,0.5944,2025-09-19 15:44:59.999,0.5988,Bajista,31,Alcista,3,70.5882352941165,65.95365418894768,14.0,Neutro
CFXUSDT,481,357155066.0,0.0,"['Doji', 'N/A', 'Plana']",86,3,96.51,"[('Alcista', 17), ('Alcista', 63), ('Alcista', 74)]",0,1,0,0,17,0.1755,0.1827,0.1767,6.4,2.49,3.904923599320892,96,90,2025-09-19 15:14:59.999,0.1753,2025-09-19 15:29:59.999,0.1769,Bajista,68,Bajista,19,73.68421052631557,70.17543859649086,5.0,Neutro
TKOUSDT,481,15473758.7,125.8,"['N/A', 'Martillo', 'Cuerpo_Lleno']",73,3,95.89,"[('Alcista', 50), ('Alcista', 105), ('Bajista', 203)]",0,2,0,0,10,0.187,0.1957,0.1876,8.05,3.41,4.637526652452032,85,87,2025-09-19 15:44:59.999,0.1871,2025-09-19 13:14:59.999,0.1888,Bajista,46,Bajista,22,36.84210526315705,40.350877192981734,4.0,Neutro
PUNDIXUSDT,481,7835334.3,0.0,"['Cuerpo_Lleno', 'Cuerpo_Lleno', 'Plana']",157,9,94.27,"[('Dentro', 0), ('Bajista', 1), ('Bajista', 2)]",0,0,0,0,17,0.3124,0.3259,0.3142,4.87,1.72,3.1508593252705515,101,90,2025-09-19 14:59:59.999,0.3128,2025-09-19 12:44:59.999,0.315,Bajista,52,Bajista,68,73.68421052631517,65.47049441786187,9.0,Neutro
TLMUSDT,481,1107794746.0,0.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",82,1,98.78,"[('Alcista', 74)]",0,0,0,0,29,0.00466,0.00489,0.0047,7.02,3.19,3.829787234042545,54,57,2025-09-19 12:14:59.999,0.00467,2025-09-19 15:44:59.999,0.00472,Bajista,52,Bajista,3,50.0,49.99999999999999,5.0,Neutro
BARUSDT,481,2847688.8,0.0,"['N/A', 'N/A', 'Plana']",37,2,94.59,"[('Dentro', 0), ('Bajista', 203)]",0,0,0,0,17,1.127,1.149,1.138,1.49,2.81,1.3181019332161408,62,77,2025-09-19 13:14:59.999,1.133,2025-09-19 15:29:59.999,1.136,Alcista,2,Alcista,2,66.66666666666585,41.66666666666669,2.0,Neutro
FORTHUSDT,481,1128663.6300000001,0.0,"['Cuerpo_Lleno', 'Cuerpo_Lleno', 'Plana']",125,7,94.4,"[('Dentro', 0), ('Bajista', 2), ('Alcista', 19)]",0,1,0,0,16,2.702,2.787,2.714,5.75,6.6,0.8474576271186338,92,97,2025-09-19 15:14:59.999,2.701,2025-09-19 15:29:59.999,2.716,Bajista,45,Bajista,52,64.99999999999945,56.66666666666629,15.0,Neutro
SLPUSDT,481,1580107303.0,0.0,"['Cuerpo_Lleno', 'N/A', 'Plana']",110,4,96.36,"[('Bajista', 1), ('Bajista', 2), ('Alcista', 29)]",0,0,0,0,17,0.001794,0.001892,0.00182,6.59,2.97,3.6263736263736317,91,85,2025-09-19 15:14:59.999,0.001798,2025-09-19 14:44:59.999,0.001815,Bajista,56,Alcista,4,100.0,100.0,4.0,Sobre-compra
SHIBUSDT,481,7872576466826.0,1184884754.0,"['N/A', 'N/A', 'N/A']",59,4,93.22,"[('Alcista', 19), ('Alcista', 29), ('Alcista', 49)]",0,0,0,0,17,1.281e-05,1.327e-05,1.291e-05,7.13,0.77,6.3516653756777615,74,71,2025-09-19 15:14:59.999,1.283e-05,2025-09-19 10:44:59.999,1.299e-05,Bajista,68,Alcista,2,100.0,91.66666666666667,2.0,Sobre-compra
ICPUSDT,481,11476973.84,1.61,"['N/A', 'Hang_Man', 'Plana']",104,4,96.15,"[('Bajista', 2), ('Alcista', 19), ('Alcista', 50)]",0,1,0,0,17,4.71,4.906,4.742,5.25,2.76,2.4884015183466777,101,101,2025-09-19 15:14:59.999,4.704,2025-09-19 15:44:59.999,4.746,Bajista,51,Alcista,3,90.47619047618957,92.06349206349095,3.0,Sobre-compra
ARUSDT,481,3970281.3,0.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",70,5,92.86,"[('Alcista', 19), ('Alcista', 28), ('Alcista', 29)]",0,0,0,0,17,6.75,7.08,6.84,8.77,1.46,7.309941520467849,67,66,2025-09-19 15:14:59.999,6.78,2025-09-19 13:44:59.999,6.84,Bajista,69,Alcista,2,85.7142857142859,82.14285714285745,2.0,Sobre-compra
MASKUSDT,481,5023450.699999999,0.0,"['N/A', 'N/A', 'Plana']",105,4,96.19,"[('Bajista', 2), ('Alcista', 19), ('Bajista', 213)]",0,1,0,0,29,1.277,1.311,1.282,4.45,4.45,0.0,81,71,2025-09-19 15:14:59.999,1.276,2025-09-19 14:29:59.999,1.285,Bajista,52,Bajista,23,54.545454545455094,54.5454545454551,4.0,Neutro
LPTUSDT,481,2118746.06,18.75,"['N/A', 'N/A', 'Cuerpo_Lleno']",98,5,94.9,"[('Alcista', 29), ('Alcista', 74), ('Alcista', 77)]",0,0,0,0,29,6.75,7.019,6.816,6.29,2.93,3.3597417840375603,106,105,2025-09-19 15:14:59.999,6.781,2025-09-19 15:44:59.999,6.826,Bajista,52,Bajista,2,56.45161290322578,58.064516129032285,9.0,Neutro
XVGUSDT,481,607876690.0,25246.0,"['N/A', 'Cuerpo_Lleno', 'Cuerpo_Lleno']",126,5,96.03,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 2)]",0,0,0,0,29,0.0057,0.005956,0.005794,5.01,3.78,1.2254055919917293,97,100,2025-09-19 15:14:59.999,0.005741,2025-09-19 14:44:59.999,0.005789,Bajista,52,Alcista,4,82.81249999999926,75.66021126760512,1.0,Sobre-compra-K
ATAUSDT,481,50427088.0,26327.0,"['N/A', 'N/A', 'Plana']",67,3,95.52,"[('Dentro', 0), ('Alcista', 6), ('Alcista', 7)]",0,0,0,7,8,0.044,0.0467,0.0433,10.39,4.16,6.235565819861452,59,54,2025-09-19 15:59:59.999,0.043,2025-09-19 15:59:59.999,0.0435,Bajista,46,Bajista,33,49.99999999999991,49.07407407407401,6.0,Neutro
GTCUSDT,481,16817850.5,3763.9,"['N/A', 'N/A', 'Plana']",62,1,98.39,"[('Alcista', 18)]",0,1,0,1,16,0.337,0.364,0.338,10.36,0.89,9.467455621301767,63,58,2025-09-19 14:29:59.999,0.337,2025-09-19 14:59:59.999,0.34,Bajista,51,Bajista,52,37.5,41.66666666666665,3.0,Neutro
PHAUSDT,481,163499534.0,7845.0,"['N/A', 'N/A', 'Cuerpo_Lleno']",114,4,96.49,"[('Dentro', 0), ('Bajista', 40), ('Bajista', 193)]",0,0,0,0,34,0.1082,0.1205,0.1149,4.87,11.75,6.875543951261969,76,89,2025-09-19 14:44:59.999,0.1134,2025-09-19 15:59:59.999,0.1154,Alcista,205,Alcista,10,70.0000000000001,71.04575163398704,16.0,Neutro
MLNUSDT,481,373348.07899999997,1.055,"['Cuerpo_Lleno', 'Martillo', 'Plana']",103,1,99.03,"[('Bajista', 1)]",0,1,0,0,17,7.85,8.17,7.93,4.41,3.53,0.8827238335435093,73,52,2025-09-19 15:14:59.999,7.84,2025-09-19 15:59:59.999,7.94,Bajista,51,Alcista,3,89.99999999999937,96.66666666666644,3.0,Sobre-compra
DEXEUSDT,481,4376071.91,207.48,"['N/A', 'N/A', 'Cuerpo_Lleno']",116,8,93.1,"[('Dentro', 0), ('Alcista', 17), ('Bajista', 34)]",0,0,0,0,20,7.954,10.064,8.841,13.83,23.87,10.032801719262514,102,111,2025-09-19 15:29:59.999,8.694,2025-09-19 15:14:59.999,8.848,Alcista,248,Alcista,2,94.45544554455435,91.19924857982865,2.0,Sobre-compra
C98USDT,481,169098869.60000002,0.0,"['Cuerpo_Lleno', 'Cuerpo_Lleno', 'Plana']",81,2,97.53,"[('Dentro', 0), ('Alcista', 43)]",0,0,0,0,17,0.0496,0.0544,0.0504,7.94,5.16,2.777777777777774,69,63,2025-09-19 15:14:59.999,0.0498,2025-09-19 14:29:59.999,0.0503,Bajista,40,Alcista,4,100.0,95.83333333333321,4.0,Sobre-compra
QNTUSDT,481,122946.757,3.115,"['N/A', 'N/A', 'Cuerpo_Lleno']",115,7,93.91,"[('Dentro', 0), ('Alcista', 1), ('Alcista', 5)]",0,0,0,0,13,97.49,100.12,98.22,6.1,0.74,5.3553247811036355,103,89,2025-09-19 15:59:59.999,98.16,2025-09-19 15:29:59.999,98.69,Bajista,83,Bajista,11,11.214953271027795,14.485981308411091,2.0,Sobre-venta
FLOWUSDT,481,13372898.44,0.0,"['N/A', 'N/A', 'Plana']",69,2,97.1,"[('Alcista', 28), ('Alcista', 74)]",0,1,0,0,17,0.399,0.416,0.4,6.25,1.75,4.49999999999999,48,44,2025-09-19 15:14:59.999,0.397,2025-09-19 07:59:59.999,0.411,Bajista,51,Bajista,2,60.0,73.33333333333333,2.0,Neutro
MINAUSDT,481,42668682.5,0.0,"['Doji', 'N/A', 'Plana']",101,4,96.04,"[('Bajista', 2), ('Alcista', 19), ('Alcista', 29)]",0,1,0,0,17,0.1821,0.1901,0.1831,6.61,2.79,3.823047515019103,90,88,2025-09-19 15:14:59.999,0.1818,2025-09-19 15:44:59.999,0.1832,Bajista,46,Bajista,52,65.00000000000111,63.33333333333419,5.0,Neutro
RAYUSDT,481,18306721.0,1056.3,"['N/A', 'N/A', 'N/A']",98,4,95.92,"[('Alcista', 4), ('Alcista', 19), ('Alcista', 29)]",0,0,0,0,29,3.122,3.297,3.139,10.23,0.54,9.68461293405544,99,93,2025-09-19 15:44:59.999,3.133,2025-09-19 14:29:59.999,3.159,Bajista,75,Bajista,32,25.925925925925014,17.837377607491746,4.0,Sobre-venta-D
FARMUSDT,481,62040.326,0.0,"['N/A', 'N/A', 'Plana']",70,2,97.14,"[('Dentro', 0), ('Alcista', 29)]",0,1,0,0,19,27.52,28.96,27.82,6.25,1.15,5.104241552839676,72,89,2025-09-19 15:14:59.999,27.5,2025-09-19 15:59:59.999,27.83,Bajista,49,Alcista,3,91.42857142857113,82.85714285714262,2.0,Sobre-compra
QUICKUSDT,481,119751855.0,0.0,"['Cuerpo_Lleno', 'Martillo', 'Plana']",153,8,94.77,"[('Dentro', 0), ('Bajista', 1), ('Alcista', 17)]",0,0,0,0,17,0.02294,0.02382,0.02317,9.45,0.99,8.459214501510575,107,95,2025-09-19 15:14:59.999,0.02297,2025-09-19 14:44:59.999,0.02307,Bajista,76,Alcista,3,100.0,100.0,3.0,Sobre-compra
MBOXUSDT,481,110631176.7,1707.8,"['N/A', 'N/A', 'Plana']",80,5,93.75,"[('Bajista', 2), ('Alcista', 30), ('Alcista', 43)]",0,0,0,0,29,0.0646,0.0686,0.0657,8.22,3.5,4.71841704718418,71,74,2025-09-19 15:14:59.999,0.0651,2025-09-19 14:29:59.999,0.0658,Bajista,64,Alcista,3,85.71428571428514,80.95238095238084,2.0,Sobre-compra
REQUSDT,481,17604303.0,0.0,"['Martillo_Inv', 'N/A', 'Plana']",72,4,94.44,"[('Dentro', 0), ('Bajista', 203), ('Bajista', 213)]",0,0,0,0,45,0.1289,0.1305,0.1299,2.62,6.24,3.618167821401054,69,56,2025-09-19 15:59:59.999,0.1293,2025-09-19 11:59:59.999,0.1295,Alcista,2,Alcista,2,88.88888888888718,74.07407407407315,2.0,Sobre-compra-K
GHSTUSDT,481,5250305.3,0.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",87,2,97.7,"[('Alcista', 19), ('Bajista', 203)]",0,1,0,0,17,0.464,0.481,0.467,5.78,5.35,0.4282655246252567,50,50,2025-09-19 15:14:59.999,0.463,2025-09-19 13:14:59.999,0.468,Bajista,30,Alcista,2,80.0,73.33333333333336,8.0,Neutro
WAXPUSDT,481,166526124.0,0.0,"['N/A', 'Plana', 'Plana']",106,2,98.11,"[('Bajista', 2), ('Alcista', 74)]",0,0,0,0,29,0.01908,0.01969,0.01926,4.21,2.6,1.6095534787123635,90,79,2025-09-19 15:14:59.999,0.01914,2025-09-19 15:44:59.999,0.0193,Bajista,51,Alcista,3,74.9999999999989,74.99999999999889,9.0,Neutro
GNOUSDT,481,13521.106,0.734,"['N/A', 'N/A', 'Cuerpo_Lleno']",94,4,95.74,"[('Alcista', 29), ('Alcista', 73), ('Alcista', 74)]",0,0,0,0,9,145.01,149.08,146.02,3.81,4.06,0.24654156964800267,68,90,2025-09-19 15:14:59.999,145.13,2025-09-19 15:44:59.999,146.22,Bajista,56,Alcista,3,83.47107438016633,79.06336088154308,1.0,Sobre-compra-K
XECUSDT,481,114279630242.0,3811711.0,"['Cuerpo_Lleno', 'Cuerpo_Lleno', 'Plana']",99,3,96.97,"[('Bajista', 1), ('Alcista', 50), ('Alcista', 66)]",0,0,0,0,29,1.96e-05,2.035e-05,1.975e-05,4.81,0.91,3.8987341772151956,78,83,2025-09-19 15:14:59.999,1.967e-05,2025-09-19 15:44:59.999,1.979e-05,Bajista,52,Alcista,3,69.23076923076883,76.92307692307703,2.0,Neutro
DYDXUSDT,481,32590181.28,0.0,"['Cuerpo_Lleno', 'Martillo', 'Plana']",110,9,91.82,"[('Dentro', 0), ('Bajista', 1), ('Bajista', 2)]",0,0,0,0,17,0.6537,0.6845,0.664,7.29,10.03,2.740963855421687,106,99,2025-09-19 15:14:59.999,0.6559,2025-09-19 14:44:59.999,0.6611,Bajista,31,Alcista,3,100.0,100.0,3.0,Sobre-compra
IDEXUSDT,481,148598860.0,1094.9,"['N/A', 'Cuerpo_Lleno', 'Plana']",51,2,96.08,"[('Dentro', 0), ('Alcista', 28)]",0,0,0,0,19,0.0274,0.02875,0.02768,8.02,3.07,4.949421965317917,93,101,2025-09-19 15:29:59.999,0.02741,2025-09-19 15:59:59.999,0.02769,Bajista,34,Alcista,2,81.81818181818153,60.60606060606013,2.0,Sobre-compra-K
USDPUSDT,481,4090033.0,0.0,"['Plana', 'Plana', 'Plana']",87,0,100.0,[],0,0,0,0,34,0.9993,1.0004,0.9994,0.1,0.01,0.09005403241945285,35,41,2025-09-19 07:29:59.999,0.9994,2025-09-19 12:59:59.999,0.9995,Bajista,32,Bajista,13,0.0,0.0,32.0,Sobre-venta
GALAUSDT,481,3565954668.0,0.0,"['N/A', 'N/A', 'Plana']",92,8,91.3,"[('Bajista', 1), ('Bajista', 2), ('Alcista', 17)]",0,1,0,0,17,0.01723,0.01828,0.01737,8.29,6.04,2.2452504317789366,88,82,2025-09-19 15:14:59.999,0.01721,2025-09-19 13:44:59.999,0.01737,Bajista,45,Bajista,52,88.88888888888931,88.88888888888931,3.0,Sobre-compra
ILVUSDT,481,477361.317,0.57,"['Martillo_Inv', 'Plana', 'Plana']",124,8,93.55,"[('Bajista', 1), ('Bajista', 2), ('Alcista', 28)]",0,0,0,0,28,14.66,15.29,14.83,6.95,4.45,2.4949426837491515,82,77,2025-09-19 15:14:59.999,14.74,2025-09-19 15:44:59.999,14.84,Bajista,52,Alcista,1,71.4285714285718,68.7675070028016,6.0,Neutro
YGGUSDT,481,282290447.9,30199.4,"['N/A', 'Martillo', 'N/A']",98,8,91.84,"[('Alcista', 19), ('Alcista', 29), ('Alcista', 73)]",0,0,0,0,19,0.1786,0.1893,0.1811,32.63,1.38,31.25345113197127,105,95,2025-09-19 15:14:59.999,0.1795,2025-09-19 13:29:59.999,0.1815,Bajista,74,Alcista,1,80.00000000000084,75.47619047619088,1.0,Sobre-compra-K
SYSUSDT,481,121222703.0,8769.0,"['N/A', 'N/A', 'N/A']",106,3,97.17,"[('Bajista', 2), ('Alcista', 50), ('Alcista', 74)]",0,0,0,0,17,0.04011,0.04189,0.04052,6.91,2.74,4.170779861796636,104,103,2025-09-19 15:14:59.999,0.04019,2025-09-19 14:44:59.999,0.04052,Bajista,65,Alcista,3,82.50000000000004,84.76495726495743,3.0,Sobre-compra
DFUSDT,481,81980796.0,0.0,"['N/A', 'N/A', 'Plana']",129,4,96.9,"[('Dentro', 0), ('Bajista', 1), ('Bajista', 2)]",0,0,0,2,17,0.02783,0.0291,0.0281,5.41,3.81,1.60142348754448,91,89,2025-09-19 15:14:59.999,0.02778,2025-09-19 14:29:59.999,0.02799,Bajista,51,Alcista,3,100.0,98.88888888888896,3.0,Sobre-compra
FIDAUSDT,481,131043026.0,0.0,"['Doji', 'Cuerpo_Lleno', 'Plana']",81,2,97.53,"[('Alcista', 19), ('Alcista', 74)]",0,0,0,0,17,0.0918,0.0957,0.0925,7.03,4.32,2.7027027027027053,82,76,2025-09-19 15:14:59.999,0.092,2025-09-19 12:44:59.999,0.093,Bajista,52,Bajista,22,55.55555555555573,55.18518518518533,16.0,Neutro
AGLDUSDT,481,6340940.9,0.0,"['N/A', 'Doji', 'Plana']",105,3,97.14,"[('Alcista', 29), ('Alcista', 49), ('Alcista', 78)]",0,0,0,1,10,0.653,0.684,0.655,6.11,0.92,5.190839694656476,67,52,2025-09-19 15:14:59.999,0.651,2025-09-19 14:29:59.999,0.656,Bajista,51,Bajista,52,50.0,46.29629629629631,3.0,Neutro
RADUSDT,481,4394559.7,44.7,"['Cuerpo_Lleno', 'N/A', 'Plana']",46,0,100.0,[],0,0,0,0,10,0.669,0.689,0.669,4.04,0.6,3.4379671150971465,43,44,2025-09-19 10:44:59.999,0.675,2025-09-19 14:44:59.999,0.673,Bajista,48,Bajista,80,0.0,0.0,6.0,Sobre-venta
RAREUSDT,481,684448074.0999998,0.0,"['N/A', 'Plana', 'Plana']",73,4,94.52,"[('Bajista', 2), ('Alcista', 73), ('Alcista', 74)]",0,0,0,0,28,0.0555,0.0573,0.0561,24.6,7.13,17.46880570409984,59,62,2025-09-19 15:14:59.999,0.0557,2025-09-19 11:59:59.999,0.0564,Bajista,163,Alcista,2,66.66666666666589,61.11111111111058,5.0,Neutro
LAZIOUSDT,481,2154348.5300000003,55.13,"['N/A', 'N/A', 'Cuerpo_Lleno']",70,2,97.14,"[('Bajista', 0), ('Alcista', 9)]",0,0,0,0,43,0.93,0.961,0.944,1.91,4.56,2.648305084745754,47,58,2025-09-19 15:14:59.999,0.934,2025-09-19 15:59:59.999,0.945,Bajista,11,Alcista,1,39.99999999999974,31.999999999999712,2.0,Neutro
CHESSUSDT,481,122378043.99999999,4049.9,"['N/A', 'N/A', 'Martillo_Inv']",94,6,93.62,"[('Bajista', 2), ('Alcista', 29), ('Alcista', 49)]",0,0,0,0,17,0.0682,0.07214,0.06902,16.63,1.19,15.444798609098815,110,101,2025-09-19 15:14:59.999,0.06839,2025-09-19 15:44:59.999,0.06912,Bajista,52,Alcista,3,86.3013698630132,88.58447488584402,3.0,Sobre-compra
ADXUSDT,481,17772801.0,252.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",72,4,94.44,"[('Alcista', 27), ('Alcista', 28), ('Alcista', 42)]",0,0,0,0,17,0.1188,0.1259,0.1197,7.69,2.09,5.597326649958215,73,57,2025-09-19 15:14:59.999,0.1192,2025-09-19 14:29:59.999,0.1199,Bajista,63,Bajista,1,77.77777777777743,79.7979797979794,1.0,Neutro
AUCTIONUSDT,481,725060.22,63.38,"['N/A', 'Cuerpo_Lleno', 'Plana']",112,2,98.21,"[('Bajista', 2), ('Alcista', 50)]",0,0,0,0,29,9.5,9.75,9.59,3.02,2.5,0.5213764337852003,76,64,2025-09-19 15:14:59.999,9.54,2025-09-19 15:44:59.999,9.61,Bajista,52,Alcista,4,75.00000000000055,79.16666666666713,1.0,Neutro
MOVRUSDT,481,917329.519,8.657,"['N/A', 'N/A', 'Plana']",121,2,98.35,"[('Bajista', 1), ('Bajista', 317)]",0,0,0,4,27,5.908,6.115,5.925,3.92,6.53,2.6160337552742514,96,95,2025-09-19 15:14:59.999,5.882,2025-09-19 15:59:59.999,5.931,Bajista,11,Bajista,11,41.747572815533864,38.83495145631078,3.0,Neutro
CITYUSDT,481,7205081.73,793.29,"['N/A', 'N/A', 'Martillo']",49,1,97.96,"[('Alcista', 9)]",0,0,0,0,29,1.047,1.096,1.063,3.1,3.57,0.4703668861712038,66,73,2025-09-19 15:44:59.999,1.057,2025-09-19 15:59:59.999,1.068,Alcista,44,Bajista,11,30.434782608695315,28.459945851249945,1.0,Neutro
ENSUSDT,481,1378957.92,0.0,"['Martillo_Inv', 'Cuerpo_Lleno', 'Plana']",96,3,96.88,"[('Bajista', 2), ('Alcista', 28), ('Alcista', 74)]",0,0,0,0,17,23.21,24.04,23.39,5.43,2.86,2.5651988029072164,84,84,2025-09-19 15:14:59.999,23.28,2025-09-19 15:44:59.999,23.44,Bajista,68,Bajista,7,70.58823529411752,70.58823529411755,15.0,Neutro
QIUSDT,481,816985816.0,59577.0,"['Hang_Man', 'Doji', 'N/A']",64,6,90.62,"[('Alcista', 74), ('Bajista', 134), ('Bajista', 190)]",0,0,0,0,43,0.00774,0.00822,0.00795,15.72,11.82,3.899371069182372,73,82,2025-09-19 15:44:59.999,0.00791,2025-09-19 14:29:59.999,0.00806,Alcista,25,Alcista,1,31.250000000000068,33.74999999999981,7.0,Neutro
PORTOUSDT,481,1854174.2999999998,88.61,"['Martillo_Inv', 'N/A', 'Plana']",70,2,97.14,"[('Bajista', 203), ('Bajista', 344)]",1,0,0,0,29,1.01,1.037,1.03,1.84,5.34,3.4951456310679747,70,71,2025-09-19 15:14:59.999,1.02,2025-09-19 15:44:59.999,1.042,Bajista,48,Alcista,4,50.0,50.00000000000003,21.0,Neutro
POWRUSDT,481,10179999.0,0.0,"['N/A', 'Martillo', 'Plana']",148,9,93.92,"[('Bajista', 1), ('Bajista', 2), ('Bajista', 3)]",0,0,0,0,17,0.1575,0.1649,0.1599,6.19,1.5,4.6904315196998345,92,89,2025-09-19 14:59:59.999,0.1585,2025-09-19 14:44:59.999,0.1595,Bajista,68,Alcista,5,100.0,98.33333333333348,3.0,Sobre-compra
JASMYUSDT,481,1022104334.7,12976.8,"['N/A', 'Martillo', 'N/A']",94,3,96.81,"[('Bajista', 2), ('Alcista', 61), ('Alcista', 74)]",0,0,0,0,29,0.01407,0.01462,0.01424,5.83,3.23,2.5983146067415888,81,76,2025-09-19 15:14:59.999,0.01412,2025-09-19 13:44:59.999,0.01422,Bajista,65,Alcista,4,92.30769230769128,94.6581196581194,3.0,Sobre-compra
AMPUSDT,481,1508764264.0,0.0,"['N/A', 'N/A', 'Plana']",85,0,100.0,[],0,0,0,0,29,0.003375,0.003458,0.003396,7.39,1.35,6.036513545347464,106,95,2025-09-19 15:14:59.999,0.003381,2025-09-19 15:44:59.999,0.003398,Bajista,62,Bajista,23,57.69230769230872,53.84615384615492,3.0,Neutro
PYRUSDT,481,5981549.611,0.0,"['N/A', 'Estrella_Fug', 'Plana']",76,4,94.74,"[('Alcista', 50), ('Alcista', 74), ('Bajista', 341)]",0,0,0,0,29,1.101,1.15,1.11,6.58,4.77,1.8018018018017834,85,74,2025-09-19 15:14:59.999,1.105,2025-09-19 15:29:59.999,1.114,Bajista,56,Bajista,7,35.71428571428651,38.09523809523862,20.0,Neutro
ALCXUSDT,481,173501.4438,4.5388,"['N/A', 'N/A', 'Cuerpo_Lleno']",60,2,96.67,"[('Alcista', 28), ('Alcista', 74)]",0,0,0,0,17,9.35,9.8,9.42,6.05,1.17,4.8832271762208155,54,63,2025-09-19 15:14:59.999,9.37,2025-09-19 15:59:59.999,9.44,Bajista,52,Alcista,2,77.77777777777821,74.07407407407457,1.0,Neutro
SANTOSUSDT,481,4209522.73,8.37,"['N/A', 'Hang_Man', 'Cuerpo_Lleno']",104,3,97.12,"[('Bajista', 1), ('Bajista', 194), ('Bajista', 355)]",0,0,0,0,15,1.851,1.919,1.91,0.47,7.43,6.963350785340302,86,87,2025-09-19 15:44:59.999,1.896,2025-09-19 15:14:59.999,1.91,Alcista,72,Alcista,6,93.93939393939392,79.64646464646465,1.0,Sobre-compra-K
BICOUSDT,481,37467881.17,3482.0,"['N/A', 'Cuerpo_Lleno', 'Plana']",112,2,98.21,"[('Bajista', 2), ('Alcista', 30)]",0,0,0,0,28,0.098,0.1034,0.0992,6.85,3.63,3.225806451612912,85,81,2025-09-19 15:14:59.999,0.0985,2025-09-19 15:44:59.999,0.0994,Bajista,52,Alcista,3,77.77777777777709,75.92592592592521,7.0,Neutro
FLUXUSDT,481,19336408.11,201.14,"['Cuerpo_Lleno', 'N/A', 'Plana']",95,5,94.74,"[('Alcista', 49), ('Alcista', 73), ('Alcista', 74)]",0,0,0,0,29,0.1987,0.2083,0.2008,7.82,1.05,6.772908366533851,86,85,2025-09-19 15:14:59.999,0.1992,2025-09-19 15:29:59.999,0.2012,Bajista,75,Alcista,4,80.00000000000084,80.00000000000038,2.0,Sobre-compra
FXSUSDT,481,3004454.2,0.0,"['Cuerpo_Lleno', 'N/A', 'Plana']",105,5,95.24,"[('Bajista', 1), ('Bajista', 2), ('Alcista', 31)]",0,0,0,0,29,2.64,2.776,2.669,6.14,1.91,4.233795428999625,99,97,2025-09-19 15:14:59.999,2.654,2025-09-19 15:44:59.999,2.672,Bajista,51,Alcista,4,86.363636363636,90.90909090909065,3.0,Sobre-compra
VOXELUSDT,481,140755703.1,0.0,"['Cuerpo_Lleno', 'Cuerpo_Lleno', 'Plana']",91,5,94.51,"[('Dentro', 0), ('Alcista', 73), ('Alcista', 417)]",0,0,0,0,29,0.0585,0.0624,0.0598,22.58,2.17,20.401337792642156,81,84,2025-09-19 15:14:59.999,0.0596,2025-09-19 13:44:59.999,0.0604,Bajista,78,Bajista,6,22.222222222222136,29.629629629629505,6.0,Neutro
HIGHUSDT,481,9070695.821,283.002,"['N/A', 'N/A', 'Plana']",77,1,98.7,"[('Dentro', 0)]",0,0,0,0,17,0.546,0.572,0.549,7.65,2.91,4.735883424407998,67,69,2025-09-19 15:14:59.999,0.549,2025-09-19 13:44:59.999,0.555,Bajista,51,Bajista,6,0.0,17.261904761904763,2.0,Sobre-venta
CVXUSDT,481,4685018.405,2.589,"['N/A', 'N/A', 'Plana']",107,9,91.59,"[('Dentro', 0), ('Alcista', 74), ('Bajista', 114)]",0,0,0,0,43,3.821,4.037,3.862,9.17,14.55,5.385810460901091,98,94,2025-09-19 15:59:59.999,3.858,2025-09-19 15:44:59.999,3.886,Alcista,204,Bajista,2,32.07547169811307,34.564240790655845,9.0,Neutro
PEOPLEUSDT,481,816146232.0,0.0,"['N/A', 'Martillo', 'Plana']",107,3,97.2,"[('Alcista', 19), ('Alcista', 29), ('Alcista', 74)]",0,0,0,0,17,0.0199,0.02098,0.02011,9.45,1.99,7.458975634012917,87,92,2025-09-19 15:14:59.999,0.01994,2025-09-19 15:44:59.999,0.02012,Bajista,75,Alcista,2,84.99999999999905,81.66666666666588,2.0,Sobre-compra
